Stock_Ticker,Decision_Date,Category,"SM_[-60,-30)_[-20,5)_NBS"
SNX,"November 19, 2008",TJ|T100,-0.0115660950014|-0.0304714045625|0.0166438170476|-0.0124652518428|-0.0611131993342|0.0018302810614|-0.00483459355013|0.0343908694774|0.00452016294683|-0.0174749827193|0.00360336019106|0.0141685526546|-0.0220354460074|-0.0211439228859|-0.00119786075195|-0.0363157295425|-0.0123904587732|-0.0294153802609|-0.00898875043163|-0.0547922222084|-0.036455719897|-0.085867535613|0.0180400277892|-0.0301082831814|0.0195820699688@0.0318307351346
MRO,"January 14, 2016",TJ|T100,0.0227812299235|-0.0672017061909|-0.0458858049056|0.00914665018145|-0.00479230707979|0.00336528950368|0.0799481516672|0.00506460978832|-0.0623874780104|-0.00884375062424|-0.0350951920206|0.0376693021981|0.0454818783697|-0.00289735297654|-0.0981505331417|-0.0116569765878|-0.00800512712879|-0.0702121765035|-0.054231492657|-0.0278383717833|0.0383261254187|-0.0684366631781|-0.0557934762329|0.0486303491171|0.107299853012@0.0296338299347
INTC,"May 2, 2014",TJ,0.020708095704|-5.8904601652e-05|0.0213515571348|0.0121110209648|-0.00639414365149|-0.00351884287509|-0.00237361778783|0.00774258074676|0.00201089522509|-0.00281200134166|0.00267683320273|-0.00643609158496|-0.00805229280309|-0.00170392473737|-0.00191317961018|-0.0120239879321|-0.0001798119657|0.00162856125429|0.00520756025163|-0.00937909080542|-0.000601245621748|-0.00239426577681|0.00802513961309|0.00141284610197|-0.000527806155325@0.00519016565306
ENZ,"November 1, 2012",TJ|T100|TVBF|TVJ|TV100,-0.0237325299935|-0.0312734563005|0.050116185146|0.0447101852591|-0.0275943788995|-0.0447449556802|-0.0163506351552|-0.0442739281009|-0.00783996948897|0.0148035874873|-0.0450507479649|-0.0259298367336|-0.0285938606236|-0.0498225612167|0.06120995122|-0.0297878900072|0.0031729919276|0.0293349160944|0.0195162358918|-0.0389896181935|0.141593054025|0.170454410344|-0.0513428480688|0.0359010267615|-0.0414884875817@0.0323276008282
ELY,"March 5, 2010",TJ|T100|TVA|TVJ|TV100,-0.00789274958437|-0.00172416012104|-0.00447146847958|0.0149361714687|0.00576684918939|0.0115461678226|0.00498574569186|-0.0334939844498|-0.0175730198264|-0.00808994934794|-0.00584443676897|-0.00160591297164|0.00166984304272|-0.0182979426065|0.0453006291347|-0.0480109765506|-0.0226812842013|0.0118295494162|0.0228720547734|0.0269053781453|-0.0147000457297|0.0118662201638|0.0181337629772|0.0281156631805|-0.0125348953902@0.0164587393177
AAPL,"November 17, 2014",TJ|T100|TVA|TVJ|TV100,0.0113017898018|0.00679655523268|0.0122950698093|0.00590788115764|-0.00412441238577|0.000321817158453|0.0037437828939|0.00711323436063|-0.00989816474272|-0.00212050702534|0.0122915452697|-0.00383371246708|-0.00405227566778|-0.00124454740296|0.00186328544116|-0.00488487651587|0.00693157820077|0.0150954742196|0.0128335328614|0.0117002676607|-0.00234594026684|0.00700527970964|-0.00534915770482|0.012383279994|-0.00409140633848@0.0139767528186
HPQ,"May 26, 2017",TJ|T100,ERROR
AAPL,"May 5, 2014",TJ|TVJB,-0.0033490647299|-0.00675212305606|-0.00267151023624|0.00539489541318|0.00385603130987|6.88868691398e-05|-0.00150334886242|-0.0118806317243|-0.00543064666711|0.010833546783|0.0096702536213|-0.00193886108409|-0.0108143994442|0.0777842579793|0.0141800703046|0.0361134690478|-0.00598763603336|-0.00553065686583|0.0028153530292|0.00350293174597|0.0131187724531|-0.00370562269707|-0.00746864734572|-0.000422515775429|-0.00477565345733@0.00831933527184
ITRI,"June 6, 2014",TJ|T100,0.00167490030415|0.000754348284187|0.0140113954955|-0.0347428720367|-0.0243811788684|0.0260374134075|-0.000507914007167|0.00617489042295|-0.0175628846321|-0.0127227583567|0.0118227003982|0.0100400232041|0.0132075008537|-0.0237415608845|-0.00592356779757|-0.0151756780103|-0.00625041862873|0.00400590882613|-0.00389231481778|0.0225793049698|-0.00388901507388|0.0130481222065|-0.00875288750831|0.00869152067706|-0.000211569051269@0.0115005783005
BBRY,"July 13, 2012",TJ|T100,-0.0346384384571|0.0375583283607|-0.023699377489|0.00635589653406|-0.0314764075676|0.0129946340424|-0.0259786491005|-0.0499574381104|-0.0165915992819|0.0163739596028|0.00468043100174|-0.240559930417|0.0152017749474|-0.0221997993175|0.0577410849298|0.0716462042567|-0.0466945473234|-0.0322399669406|0.0208218355194|0.0156973612401|-0.0408935824646|-0.025660072156|-0.0152145838383|-0.000160133523352|0.00375705585574@0.0310779390313
NOK,"September 30, 2014",TJ|T100,-0.00356740013695|0.00607094608469|-0.00823564526707|-0.00571702494643|0.0231631580013|-0.0180770781264|0.00492099136598|0.006066779131|0.000347695548227|0.0228256459401|-0.0099663039833|-0.00605283797063|0.00240667399873|0.00174325264459|0.00665189972727|-0.00435526021144|0.0059388393749|0.0103772875043|-0.00587244031559|-0.00512695966736|-0.00758092826693|-0.0128770207145|0.0100299098101|-0.0159246732816|0.0271525063335@0.0177608923027
ABT,"June 29, 2009",TJ|T100|TVA|TVJ|TV100,-0.000285330888509|0.0049461828287|0.000321271194382|-0.00694323278665|0.00629103929789|-0.00446832868079|-0.00729949553274|-0.00339332653403|0.0104667570394|0.0203157471957|-0.0144663678397|0.000973448320595|0.0274044579313|0.0384540886554|-0.000467633861717|-0.0177123472944|0.00437879053956|0.00405056863357|0.0231414885683|-0.0112367464598|0.00947951622942|-0.0153957269826|-0.00732108908339|-0.00696850279111|-0.00490818665674@0.0212186595333
ILMN,"March 14, 2013",TJ|T100|TVA|TVJ|TV100,-0.00719791541115|-0.0167437266401|0.00355535816339|0.00313403506674|0.0104551806445|-0.000165575895917|0.00897861575073|0.0150745768957|-0.00161906374159|-0.00252812905858|0.0278735717556|0.0417071896387|0.00729176530228|0.00255262733038|0.00707392270458|0.00384980425508|0.00823372577049|0.000798301096965|-0.00399588715336|-0.0107175297205|0.00232084280752|-0.00385312038174|0.00668793299425|-0.00287314737895|0.0198205700553@0.0240574638861
TGT,"January 16, 2015",TJ|T100,0.0103336859906|0.0068736054218|-0.0160106983903|0.000672185808053|-0.00405501715601|-0.00708621643904|-0.00120316336483|-0.000360133832407|-0.00394118241863|-0.00349200754456|-0.014193761334|-0.02386925679|-0.00628656785392|0.0300912495746|-0.00260172856288|-0.0153274546181|-0.00360455875873|-0.015342306244|-0.0278540885693|0.0117049382135|-0.0167835823043|-0.0237273742483|-0.0029627483814|0.017151118371|-0.0126717944583@0.0176629616122
HAE,"January 30, 2009",TJ|T100|TVBF|TVJ|TV100,-0.00238929204315|-0.0274278165713|-0.0115348078483|-0.00678388344725|0.00638040596675|-0.00663228660306|0.0199015046031|0.0281741338702|0.0229644822919|0.016829178863|0.0255842484305|-0.00601015133359|0.0166199999763|0.00127078802646|0.0326470233227|-0.00727715167386|0.02281559079|-0.0190993591827|-0.0173704147456|0.0141149030721|0.00913246938722|0.0915128539164|-0.0268775512419|-0.00328559885311|-0.0102626020147@0.0174838737066
TWX,"May 15, 2009",TJ|T100,-0.0294109474968|0.0188943648018|-0.0186833419032|0.0179891093609|-0.0389977055574|0.00517852805251|-0.021229028462|0.022567264604|-0.0213242241081|-0.00427546562226|0.0396804265627|0.0167064725972|0.00455702549158|0.000473456295422|0.0169108159686|-0.0157696283973|0.000203559867495|-0.023335689353|0.0776902843486|-0.0242853033533|-0.00755700848297|0.0140179645901|-0.0284333518479|-0.00912905810223|0.00460478515498@0.0469471229665
IBM,"May 2, 2014",TJ,-0.00330858969359|0.00736355914814|0.0255759246754|-0.010862417502|0.00581298195739|0.016978389032|0.00668134304459|0.00472490589366|-0.0111816548813|-0.0142402091787|-0.034764791588|0.00796424737735|-0.00558032236819|1.82607508921e-05|-0.0102502908395|0.0052319860323|0.0148132163946|0.00507720513172|0.00361010086181|-0.0154223793318|-0.00959871706456|-0.00316678669311|0.00241696645512|-0.00439269461393|-0.00118782913343@0.00467009108056
WHR,"March 10, 2017",TJ|T100|TVBF|TVJ|TV100,-0.00701529772685|-0.00363134706712|-0.00195092461412|-0.00916818607595|0.00526422678844|-0.00370953460227|-0.00103183489752|0.00583833955285|0.0052939368675|-0.00387923883658|-0.00668470829413|-0.0103050468996|-0.00230180273841|-0.0124724804845|0.0019507156404|-0.00250069118473|-0.0118598354584|-0.00185660881765|0.00298763800564|-0.00153778688168|0.00203617422016|-0.00025383681584|0.00420222772053|-0.017602986306|-0.0279723939965@0.00858768817072
AAPL,"December 15, 2016",TJ|T100|TVA|TVJ|TV100,0.0283199228916|-0.00404044095286|0.00306747936535|0.00951508226131|-0.000574125689011|-0.00521437805999|0.00245154417653|0.00202006300867|-0.00218446881922|-0.00627546428924|-0.00617144618566|0.00366823645744|-0.011564067624|0.00552442893732|-3.67638837478e-05|0.00818347013845|0.011815696277|-0.00450405127908|0.0116785487958|0.0067832486634|0.00257186066224|0.00314160491095|0.00438598879277|-2.66578142745e-05|0.0034337359184@0.00808321973611
FMC,"May 13, 2011",TJ|T100,0.00605330664987|0.00201735070215|0.00508836478928|-0.00519424340162|0.00169961733869|0.00240750284068|-0.00721853760465|-0.00502055909681|-0.0176997045379|-0.00191704503023|0.000419703951145|-0.0116553341316|-0.0312596238237|-0.00376223973156|0.0102005304576|0.00880602118632|0.00286499340241|-0.0054508895034|-0.00587794141631|-0.0149671046789|0.00416282749825|0.00525958218912|-0.0140017225897|0.000525764568886|-0.000784735137986@0.0102171279421
BDX,"November 9, 2009",TJ|T100|TVA|TVJ|TV100,-0.00513810380055|0.00317930394397|-0.0141855079711|-0.00602243760195|0.0165819487961|-0.0107565589817|-0.0181238860577|0.00361882357452|0.00165487497654|-0.0023507802856|0.00526974195097|0.000821159322982|-0.00263383049325|0.00893396796702|0.0199974126557|0.00356792030569|0.0111524472545|-0.0225753990761|-0.0062505301761|0.0218803355012|0.00184377197678|0.00221359620893|0.00935922162662|-0.00365629726511|0.00323438299157@0.0102710579911
AKAM,"February 29, 2008",TJ|T100|TVBF|TVJ|TV100,0.000899740095663|0.00841690829512|-0.00344334036357|0.0498415537843|0.0138847213903|0.0829842174444|0.0163431764439|0.0492344222544|-0.0333617081725|0.0233327230435|-0.00561715725327|0.0224039978186|-0.0313280994505|0.0203976034993|0.0306927109846|-0.0242875617689|-0.0111393372231|0.0123973292652|0.0115032384316|0.0235590432135|0.094424392514|-0.032169396018|0.0191664063726|0.0260211513264|0.0323534532083@0.0249861175252
NTGR,"June 13, 2013",TJ|T100|TVA|TVJ|TV100,-0.00620256442381|0.0326213299297|0.010910020618|0.00606914948272|0.00097891774247|0.00589203764164|0.0060867613896|0.0136997143455|0.0117759189981|0.0133883166521|0.0133765307167|0.00626308603982|0.0173399920782|-0.0133465374207|0.00182399196063|0.018920960825|-0.00872914585748|0.00783465278416|0.00299653474697|0.00377922762821|0.00554272702445|-0.00357422427517|-0.00663218250891|0.00745494501422|0.0113718562901@0.021254391575
ORCL,"August 25, 2008",TJ|T100,0.00525610271896|0.00530347976769|-0.0296892281476|0.0247516813195|0.00310719580794|-0.00219090280273|0.00897872034723|0.0212397969242|0.0117603455124|0.00827819378222|-0.0338024813656|0.00309703163646|0.0102294006453|-0.00365458285364|-0.0137528665584|0.00239137024638|0.00228984633731|-0.00343848760654|-0.0202508188743|-0.00220221335096|0.00159483341663|-0.00841634584107|-0.00560801467901|-0.00375648514191|-0.0204973352931@0.0110134302519
HUM,"November 25, 2013",TJ|T100,-0.000517277334664|-0.00426936241022|0.000431007134138|0.0134074636475|0.0073392111146|0.00891966424825|0.00156409688028|0.0156371976591|0.0087308582632|-0.0157493500705|0.0102496726529|0.00475420689304|-0.00545553972016|0.00469355664258|0.00441729811888|0.00756185448289|0.00250534793446|0.0199297308644|-0.0130683507011|0.0107336259724|0.0231391423501|0.00406429245676|-0.00305453690508|0.00304930193314|0.0149633706152@0.0124727684963
POWI,"March 4, 2014",TJ|T100|TVBF|TVJ|TV100,-0.01006048503|-0.00508774960053|-0.00574889765994|-0.00703643153034|-0.000831048679921|-0.00678106201859|0.00838673317163|0.00879891339731|0.00248755183089|-0.0239572015602|8.35438670106e-05|-0.0232921760612|-0.00118554138226|-0.00741926817445|-0.0011532833676|-0.0102636722737|0.00596175740468|-0.00975641681243|-0.0103765384414|-0.00686567552161|0.019122085013|0.0346276915805|0.00881783093445|-0.00586723951772|-0.00421188694045@0.0132042018692
CAT,"November 25, 2013",TJ|T100,-0.00722378619731|-0.00750889398412|-0.00203219161162|0.00127502477983|0.000562580278765|0.000307005150799|0.00505752867962|-0.0027745060627|0.00554701449173|-0.00575645656932|-0.00112967954069|-0.00151519801037|-0.00341796688197|-0.00992320951945|-0.00431180566847|0.00704899509794|-0.00221809314107|-0.00878761931685|-0.0144220803622|0.00451537986142|0.0192337950045|-0.000637937307348|0.00143107498306|-8.76999402199e-05|-0.00154315609771@0.00772226577107
IBM,"October 12, 2011",TJ|T100,0.0100728983927|0.00115887351309|0.0103955942392|0.0073978772639|0.0084493856333|0.0131911244286|-0.000355748471421|-0.00233619357737|0.00907129506168|0.0073626052561|0.0144342019447|0.000949800138695|-0.00510671718303|0.0130444190991|-0.0111742648588|-0.00475406876839|0.0105856706306|0.00772631193845|-0.00581181990417|-0.0111959759368|-0.00280600539231|0.00374068489944|0.0040572576528|-0.006675821723|-0.059676464259@0.0118696198927
SSNI,"June 6, 2014",TJ|T100|TVA|TVJ|TV100,0.0289901230897|0.0151308447063|0.0113753802944|-0.0102423146723|-0.00663703279639|0.0126309219877|0.00995922105136|0.0139002361071|0.0175467899013|0.00753453978101|0.0168708614499|0.0089416954839|-0.00384767155077|0.0106195553741|0.000977273220268|-0.000681481157124|-0.0462421639935|0.021570676152|0.00455540979138|0.0798415595599|-0.00121799484057|0.0319507854216|0.0187033850364|0.0119765449823|-0.0122636674106@0.0231732864043
IBM,"October 5, 2010",TJ|T100,-0.00598611679854|-0.00341637264556|-0.000753585450678|0.00958097657415|0.00562136277198|-0.00562415572566|0.00201181467599|0.00188965303359|0.00364481338406|0.00271907587359|0.00255824080079|0.00737439843173|-0.00191032870148|0.00563230714026|0.00685584306037|-0.000503441063632|0.00531531819119|-0.0082301442273|0.00840208681282|0.00164411534815|0.00522921312368|0.00123265717109|0.00698253806836|-0.00264310373274|0.00510742481907@0.007837881956
IBM,"May 5, 2014",TJ,0.00822506430533|0.0263870556674|-0.0110350482154|0.00521531550201|0.0184431081549|0.00735914516579|0.00431110818133|-0.0115319163006|-0.0148203972263|-0.0347617901863|0.00783253039986|-0.00578006826952|0.00026290180022|-0.0102879347589|0.00585703953708|0.0147021025833|0.00487033919275|0.00351087132914|-0.0153360557984|-0.00941284892037|-0.00319715097476|0.00307492087644|-0.00467886867927|-0.00102583236628|0.00438403236417@0.00477964218955
SNPS,"March 10, 2016",TJ|T100|TVBF|TVJ|TV100,0.0114858988601|0.0110100047618|-0.00229790621546|0.0113396360883|0.0022965635831|0.0131346672145|0.0120465147608|-0.00581381420365|-0.00254560062268|-0.000288247965769|-0.00180970446689|0.0172134901485|-0.0026276444449|0.0063470238292|-0.00271858756543|-0.00289630381248|0.00569513582072|-0.00180997552044|-0.000928632436196|-2.62923289582e-05|-0.00555961479744|0.00226978569136|0.0020927387953|0.00648560763864|0.00414282541449@0.00776078955271
NVDA,"May 4, 2015",TJ|T100,0.019922306471|0.00618382245757|0.000832478294021|0.0157588730564|0.0023502045735|-0.0105907572708|-0.0139723956612|0.00482364956705|-0.0102884621517|-0.00972509583339|-0.0151486989095|-0.00485247930687|0.00381373752781|-0.00994451984818|-0.0143627210156|0.00612730515749|-0.00138890822434|-0.00923714314079|0.00498524596605|0.0131945062116|-0.012290083681|-0.0227673440765|0.00158591003313|0.0106362690981|-0.0894488570978@0.0167296581878
LLY,"May 18, 2017",TJ|T100|TVA|TVJ|TV100,0.00261851030298|0.000239857471106|0.00544335646928|-0.0349815420819|-0.00463438204108|0.00143987500557|0.00879088894088|-0.00770210654027|-0.004132995388|-0.00661993173189|0.018341925746|-0.0125671626334|-0.0246823673112|9.72041119965e-05|-0.000848054786414|-0.00413670368614|-0.0010205444535|-0.00634881918579|-0.0178400879586|0.00452202215877|-0.00420847061461|-0.0150859970827|-0.0178783598622|0.0085637927479|-0.00497381572111@0.00763983695688
POWI,"December 18, 2015",TJ|T100|TVBF|TVJ|TV100,-0.00614369320377|-0.00183069609553|-0.0336720967125|0.00245192938382|-0.00217767368171|0.00178559903147|0.00888269319342|-0.0113012443768|0.00133554612289|-0.00845124138789|0.00162968550405|-0.0209933314551|-0.014214653278|-0.0188697880688|0.00100418514108|-0.0175228027136|-0.0293955669944|-0.0129892469373|-0.00393261185133|0.00871815349042|0.00339876646162|0.00700710106811|0.00596307037936|-0.0188704130053|0.0155014062233@0.0228288977661
NVDA,"February 29, 2012",TJ|T100,0.00489141748968|0.00293124883817|0.0405555817715|0.00479687611951|-0.000226266536306|0.0047500013624|0.0370689892807|0.00365058953361|-0.00651324568756|0.00987409569927|0.0138988685863|0.00956150951682|0.00560396586657|-0.0351403971577|0.0106236934182|0.00461270886659|0.00483621046525|-0.00482632198601|-0.0168943224426|-0.00751284723336|0.000873022911518|0.00449650051524|0.0197461077173|-0.0214616247756|0.0207407223081@0.0144190837243
HPE,"October 7, 2016",TJ|T100,0.0290090651352|-0.0163723443561|0.0231861836196|0.00767860297718|0.0109773541152|0.0118258196096|0.0157252167558|-0.00530661677106|-0.00530090649547|-0.0112017233859|-0.00171376548982|0.00704620400651|-0.0104865242591|-0.00822901376179|0.0113516433|-0.0256708075013|-0.00166265870583|-0.00285290211468|0.00587428879296|-0.00936162518275|-0.0076713380368|-0.00685044607651|0.00203395667915|-0.00453057068447|-0.00630326938351@0.0111476660604
BAX,"January 30, 2009",TJ|T100,0.0115394765299|0.0135014863183|-0.0108212767413|-0.00531719943443|0.0198022780901|0.00399948188581|0.0167880733442|0.0004362860836|0.000661733844151|0.0331075594257|0.00568205031865|0.0248006966951|0.0156801073561|0.00855957180773|0.0363273003114|0.0134970599751|0.00530354475577|0.00983396735778|-0.021548740329|0.0249722179366|0.0229744454448|0.00564641633633|0.0265516353928|-0.0105656634419|0.0116822969767@0.0205882797008
STI,"November 25, 2013",TJ|T100,0.00927086871456|-0.00717399168922|0.00983731103755|-0.0109350527833|0.000983358700293|-0.00241123670188|0.0059801476889|0.00426177229637|0.0188601487172|0.0254279444057|-0.000253605266811|-0.0129349713066|-0.000605412306033|0.00926501191277|-0.00234063158176|0.00265110241421|-0.00337326801698|0.0069561576593|-0.00831836644903|0.0101798747941|0.00577798137308|0.000729458500127|-0.00343223907612|-0.00450145093655|-0.00283012537853@0.00813066559852
VSAT,"April 24, 2014",TJ|T100|TVBF|TVJ|TV100,-0.0237790982259|-0.0238082407643|-0.0252192076263|-6.59066257038e-06|0.00500671136363|-0.006755419695|-0.0117873023558|-0.0406611700845|-0.00159919541853|0.00633563083648|0.0145432352013|0.000721251603495|-0.00197714167677|-0.00965825880787|-0.0212861705725|-0.00999658624631|0.0429350720968|-0.0146336419764|-0.00147883611655|-0.00689054618974|-0.00903343859281|-0.00367737667286|-0.00507559059991|-0.0218488600947|-0.00599028471153@0.0227101582457
