Stock_Ticker,Decision_Date,Category,"MM_[-60,-30)_[-20,5)_NBS"
USB,"August 2, 2011",TB|T100,-0.00421648439261|-0.00420308489401|-0.00315597144086|0.00370981837924|0.00859053111039|0.00124278764091|0.0035957994479|-0.0141542753109|0.00143907192798|0.00158441259494|0.0122918496586|0.0298797621148|-0.00573398166292|0.00472680829457|0.00546675403216|-0.00789177005188|-0.00230930560879|0.000971239062461|0.0040928021675|-0.00311679433375|-0.00178102504998|0.000553515449313|0.0150453764567|-0.0143856765854|0.0188253506485@0.00617124347379
HUM,"October 22, 2015",TB|T100,-0.0125774559723|-0.0262303569031|-0.0187849458937|0.00782179179906|0.00128348963422|0.00255788283224|0.00547366162445|-0.0153568677811|-0.0214496993431|0.00299344771044|-0.0103132151663|0.000378651907508|-0.000221549558699|0.0197129618276|-0.00815547854794|-0.00885208680772|-0.000326473668785|0.0108936063371|-0.00324171449012|-0.045880969073|-0.0838503685419|0.00789368979139|0.0105477954547|0.0277088106377|0.00610383783559@0.00581763184017
ROK,"June 14, 2017",TB|TVBF|TVB,ERROR
AMRI,"June 2, 2010",TB|TVBF|TVB,0.00793416324523|-0.00651025925913|-0.0753383990496|0.0327224787595|-0.00316035268684|0.0435308104836|-0.0288430184902|-0.0186855044972|-0.0170862674649|-0.00514330268447|-0.00672233582459|0.0326540712688|-0.0475957790833|-0.00689136101501|-0.0252822626197|-0.0301255677516|-0.0188201732997|0.0582123907153|-0.0303104892475|-0.0274263347584|-0.00869073025402|-0.0122871516374|-0.0123469929164|-0.00824841888112|0.0154550062157@0.0145099028231
MTB,"September 27, 2010",TB|T100,-0.0106087227884|-0.00152182067706|0.0121235791504|-0.0165930339738|-0.0143703409361|0.00270670819974|-0.0302584596019|0.00274977980991|0.0191846922232|-0.0112293365172|0.00289676386686|-0.0032736431746|-0.00924469852794|-0.00250068007204|-0.00578664004991|0.0267005883059|-0.0196981714314|0.0119873290523|0.00189288605801|-0.000805879297471|-0.0669230272556|-0.0279475044426|-0.00710246676903|0.00554765547846|-0.00181215273215@0.0138898772305
YHOO,"May 20, 2016",TB|T100|TVBF|TVB,-0.0127849360578|-0.00106149434027|-0.0116303184016|-0.00775064009566|0.00253527180145|0.00725010551964|-0.0147015486947|0.000835418307516|0.00726906000777|0.0282106400581|0.000830399773235|-0.00909916025592|-0.00786302664762|0.0112370082711|-0.00545579061336|-0.0103868815126|0.00973535623981|0.010944098368|-0.0036630946588|-0.0020409216509|-0.0329056719634|0.00224857640715|-0.00255289410046|-0.0621543479601|0.0304702288821@0.0106027818754
IPXL,"July 26, 2011",TB,0.0230566687054|-0.00914073975232|0.0425113942352|0.0255105524395|-0.000778631506936|-0.00102264583951|0.0133477526561|-0.0165314019418|0.00914790599693|-0.00592694691252|0.00318645201553|0.0152183544794|0.0201558701431|0.0284304558437|0.0126981938289|0.0159579805014|-0.0308788312752|-0.0127538384082|0.0221531768136|-0.0199675701719|0.0183354699927|0.00469170146498|0.06567592384|-0.00269058217185|0.00230387608728@0.0269858157178
BAC,"August 3, 2011",TB|T100,-0.0052449095833|0.00706685002938|0.00100905924694|-0.00625962030567|-0.0205588124829|0.00210550622459|-0.00817828089132|0.00646194203373|-0.00677361883989|-0.00810555716382|0.00979315839554|-0.00410662852035|0.0143971355285|-0.00665010377927|0.00115957069378|-0.023988707507|0.0210460864144|-0.00348165357659|0.0105821579202|-0.0109757145542|0.0135209966111|-0.0392769990304|-0.0605978240701|-0.114448865418|0.0932372707727@0.00972699678154
AAPL,"September 19, 2014",TB,0.00388761607667|0.00469181390935|-0.00492311106502|-0.00832223692536|0.0107093801543|-0.000659993183317|0.000577070008628|0.00797127470677|-0.0444906462659|-0.0110871739695|0.000751869528165|-0.00690613272029|-0.00228860383169|0.0222751833905|0.00657895944445|0.00531088456935|0.000357378509805|-0.019056553067|0.00254189154352|-0.00332144289591|-0.0142178115941|0.00523553392031|0.0165078234476|-0.0262201226422|-0.0245470267391@0.00895720944789
BAX,"August 19, 2009",TB|T100,0.00234463540477|-0.0101884940319|0.00881000736018|-0.00229467148888|0.008114731673|0.00769006859232|0.00426540012806|0.00307684708148|-0.00103110980349|-0.0143655741891|-0.00343318800326|-0.0147653682572|0.00606854831202|0.00177791055078|-0.00657081151477|-0.00531333695779|-0.00525615570308|0.000794663616182|0.00551345104391|-0.00846936232141|0.0132458021763|-0.00503896263576|-0.0038393680633|0.0030245282224|0.00281789282404@0.0208247435645
CAJ,"November 22, 2013",TB,-0.0138048894236|0.0180150698419|-0.0144163672865|-0.010680445771|-0.00558233053324|-5.68518299283e-05|-0.00180013038569|-0.0120610487672|0.00625890629509|-0.00934132738062|0.00677666026468|-0.00415940451155|0.00598535209221|0.0113723550086|0.00228849712387|0.0145258412834|-0.00456571361925|-0.0026982898179|-0.00779706555017|0.0026270048224|0.00455070723353|0.00418278703097|-0.00743562116477|0.021542070877|0.00439498568369@0.0171063747227
EBAY,"May 8, 2013",TB|T100|TVBF|TVB|TV100,0.00722508388661|0.0066357894737|-0.00553228670254|0.00934333454954|0.00653340068424|0.00114256199803|-0.0470163910425|-0.014944304132|-0.0174548530381|0.0131445232756|0.026256905384|-0.0140484130313|0.00837069613459|0.000274395596071|-0.00932787701198|0.0173609558948|0.0130221812619|0.00306074503501|0.00862105079252|-0.00410454809671|0.0189866492317|0.00826569538984|0.00303100180809|-0.00143680357507|0.0101785322369@0.0151773436983
AAPL,"November 23, 2016",TB|T100,-0.0152747808645|-0.0035696215185|-0.0070090068249|-0.00344676028446|-0.0150196205333|0.0071877291646|0.0011239129131|-0.0175007503413|-0.00676665299851|-0.00269964801816|-0.00360688272401|-0.0129938108804|0.000205424416901|-0.0133725890416|0.00622466786062|0.0173247732645|-0.00941298871406|0.00286845158278|0.00704509701932|0.00216270020941|-0.00752106896524|-0.00414509970145|0.000130469106988|-0.00610118681729|0.0165743001915@0.0122175900784
WMT,"February 4, 2009",TB,-0.0157327126429|0.00266566143268|-0.0825655112871|0.0171352344785|0.00263750285643|0.0109289729332|0.00515721061399|-0.0190249401289|-0.00398229675289|-0.00107878529613|-0.0419458983367|0.00215428035475|-0.0101919039794|-0.0022218010221|-0.000364339190299|-0.0116212688861|-0.00612034321624|-0.00833040264344|-0.0192279957479|0.012947152827|-0.028250623054|0.0340763383343|0.0104216831559|-0.00534136121232|-0.0192233778948@0.018398568138
HAE,"June 24, 2009",TB|T100|TVBF|TVB|TV100,0.00107757939061|0.00109593436436|0.0084156276895|0.0275692490062|0.000756402644037|0.00622353790075|-0.012765199921|-0.0163421232033|-0.00463099116411|0.0199884845767|0.00461699801587|-0.000372578341214|0.00112694374435|-0.0157443137625|0.0166544307385|0.049850857508|0.0395189249838|0.0101593232059|-0.0221411401158|-0.0157592482599|-0.00218142286104|0.0243629671398|0.0112701334492|0.00167895894068|0.0015716350875@0.0209530700827
MNTA,"May 9, 2016",TB,0.0517113227724|0.00326145286158|0.0222738714352|0.0189238792086|-0.00307195150023|0.00302491520002|0.0471574743199|-0.00315606400805|0.0757634769105|0.019931821986|0.0270974117046|-0.0259308836472|0.0302155543514|0.0612895021675|0.0725242060771|0.00715684494802|-0.00754381458441|0.0786886126856|0.0223582581298|0.00908696707426|0.0416044935667|0.00977305493836|0.0335832517464|0.0118803673204|0.0552735532533@0.0433351225798
MMM,"April 29, 2014",TB|T100|TVA|TVB|TV100,0.00587047277617|0.000411862266795|-0.00652437457832|0.000640171305362|0.00994486665382|0.00295657292112|-0.000869860622771|-0.00681894426213|0.0110057417986|-0.00054103650695|-0.00566270951146|-0.00218371820468|0.0054326198965|0.00738375015557|0.00273177153457|-0.000553636272877|-0.00477152451054|-0.0135771334604|0.00724406344173|-0.00187376750253|-0.0063485171299|0.0086770392311|0.0105797086682|-0.00134547357409|-0.0011091304118@0.00610860537603
KYO,"November 19, 2009",TB|T100,-0.00409398293087|-0.0192866981169|-0.00545918702441|-0.00277307123004|-0.00426689803143|-0.0126264687405|-0.0048824052495|-0.0329198716829|0.00484521217515|-0.00707060585145|-0.00240681328774|-0.00328327736505|-0.00472884551366|-0.0289429125931|-0.00566837800112|-0.019783751597|-0.00625766760568|-0.000418128913156|-0.00871832256938|-0.00267974685414|-0.0227424127776|-0.000566328819377|-0.0087284354885|-0.0205264895746|0.0230612570047@0.015307075648
PHG,"February 6, 2008",TB,0.00471313288804|0.003909170004|0.00382753506504|0.00691512965418|0.0303496695368|-0.027507879378|-0.0309311009848|0.00250354600734|-0.0209921826122|0.0419043440171|-0.00990487400047|0.0286267745873|-0.0144497371945|0.0115794632579|0.0127204707036|0.00664715180249|-0.00873161651678|0.00258100397733|0.0134434464564|-0.0270878766952|0.0438039960512|-0.00416644201759|-0.000246101290977|-0.00211555401054|0.0116309002938@0.0177572659587
JBT,"March 8, 2017",TB|TVA|TVB,0.0128316949241|0.00681452270998|0.0128775424767|-0.0238283844667|-0.0104526132022|-0.00968936133571|0.00450160945604|-0.00135330232547|-0.0111374411555|0.0129694293567|-0.0176198861919|-0.031462139516|0.0480592312666|0.00875697338559|0.0482753862143|-0.0134828760961|0.00891754510402|-0.00557021284783|-0.00146429109266|-0.0169716634697|0.0598661405826|-0.0118299132089|0.00380054398327|0.0184568354134|-0.0155656852166@0.0110387703943
AVT,"August 30, 2013",TB|T100,-0.00818982260367|-0.00349180984078|0.00139268414147|-0.00226042072071|0.0156046004031|-0.00470887615777|0.000442193721312|0.0218323052487|-0.00359371098035|-0.0124384800527|0.00914848000943|0.0142279589852|0.00368603228339|-0.0199207047646|0.00616006052075|-0.00404825370407|0.00355237167048|-0.0131210612608|0.0189805961659|0.0045541571964|-0.018387416731|-0.00899105411992|0.0262036439501|-0.0105662080198|0.00870828214232@0.00880241402254
ZBRA,"May 31, 2017",TB,ERROR
JAKK,"September 28, 2010",TB|TVBF|TVB,0.0185486391976|-0.0416065849793|-0.0104439398024|-0.00288790304015|-0.00338225897705|-0.00338203405095|0.013664867531|0.00724843538269|0.00402453413943|-0.0136305830015|0.00680858753469|0.0132071490292|-0.00319998912192|0.00698526931596|0.00753509196076|-0.00537771237061|0.0153146834608|0.0226076340193|0.0120986727951|0.00586929018367|-0.00472675790879|0.0430523304326|-0.0262344191051|0.00499428504095|-0.00867812504779@0.0134628619783
POWI,"November 16, 2016",TB|T100|TVBF|TVB|TV100,0.00154097001924|-0.019799955254|-0.00487177478615|0.00267999239236|0.00955791116899|0.00861786551398|0.00290704545047|0.00566125646476|0.00118642195333|-0.0193072779514|-0.00233332761804|0.0121960212142|0.00762271562441|-0.0100996575698|-0.0152159264572|-0.0169242012428|-0.046401781643|0.0289511519937|0.00209173664411|-0.00979117062563|0.00626361847604|-0.00515606083419|0.00634818553192|-0.0109807074118|0.00638867247396@0.00808227897799
ITRI,"December 19, 2014",TB|T100,-0.00178595267893|-0.00162228304136|-0.000873914063592|0.00561731687101|-0.00593168894098|0.00571673432529|0.00883325341707|0.00511410091352|-0.0019566253017|-0.0126016507011|0.00519854573104|-0.0110485236154|0.0215209068722|-0.0093607285097|0.00457002683014|-0.00169468457175|-0.0097831656827|0.00964180057588|-0.00161479214313|-0.00173891500902|-0.000718603777645|-0.00609681490475|0.0161247934912|0.00272140214768|0.0117673880122@0.0141058035847
COST,"July 7, 2009",TB|T100|TVBF|TVB|TV100,0.00772873921235|-0.0138501028251|-0.00772047395113|-0.00878623737162|0.0184648149425|0.00752479271701|0.00438170995336|0.00802860838305|-0.0081236211572|-0.00492558208962|0.0106602717748|-0.000394796537749|-0.00788998981166|0.00626501616516|-0.00124078287486|-0.00431252238068|-0.0026489805604|-0.00878177579512|-0.0015757832705|0.0232805413824|-0.00854325449273|0.0319695510098|-0.00558069926433|-0.0139833373691|-0.00980517706586@0.0172362088325
NOK,"October 14, 2009",TB,0.0154589606499|-0.0141094481656|0.000231211802703|0.0083934463907|-0.0143332899136|0.0110537685561|-0.0267574590628|0.00540901444393|-0.000251814632749|-0.0351770857615|-0.00110924632029|-0.0167098740496|-0.00602483649169|-0.00038354506561|0.0119577635405|-0.00637264575394|-0.00296509587173|0.0199197972063|0.00947009471952|0.0101930811967|0.0135266116159|-0.117152258843|-0.00343658570145|-0.00775222780192|-0.00464983552822@0.0156801199224
NUAN,"May 22, 2013",TB|T100|TVBF|TVB|TV100,0.0714783447081|0.0139613907407|-0.00590844763496|0.0114383955854|-0.206727225467|-0.00740310715118|0.0137307340868|-0.00154650703674|0.0142879020153|-0.0142553677625|-0.0130074458761|-0.0197374087742|-0.00418333373914|-0.0176226069002|-0.00665431928712|-0.0133677952042|0.000124482314953|-0.00623737223662|0.0187757122355|0.0222451512075|-0.000148242612884|0.00133474459494|-0.000209591300717|0.0127317340661|0.0120391268215@0.0181774876305
DEPO,"June 9, 2014",TB|TVBF|TVB,-0.196437344146|0.105393260251|-0.0543895021612|-0.0304248242912|-0.0516956594959|-0.023333453359|-0.00513077923583|-0.0107949510073|0.0208270771138|0.01338525381|-0.0158907373923|-0.0104511482268|0.0466664080212|-0.0326502284904|0.0122755915934|0.0708693947222|-0.00295646586132|-0.0499778693766|0.00919844572508|-0.0138438584436|0.00942911367175|-0.0125364603196|0.00881161654147|-0.0066286852617|-0.00460672593458@0.0366609814615
UEIC,"September 4, 2015",TB|T100,-0.0368497527735|-0.0166914048489|-0.00239962595399|-0.00753780215542|0.0078350032849|-0.00174177034913|0.000309673030746|-0.000920783028629|-0.00618398340518|-0.00757794869623|-0.00456561601073|-0.0341359614471|0.0133930777324|-0.0213721408457|0.0109124778651|0.00722750230667|-0.0112165503108|-0.00103285143913|0.00375469798058|-0.000880492052602|0.00188069579922|0.00528694102888|-0.00300201887971|-0.00287919082949|0.00336877906444@0.0119769956392
BWA,"December 11, 2009",TB,0.00551592028015|-0.0131249375682|-0.0202258873271|-9.09276257934e-06|-0.0160345764203|-0.00130027467909|0.00440399218816|-0.0261397097508|0.00491770631941|0.00296675258531|0.0109954552133|-0.0114070367188|-0.00409414222213|0.00241411883309|0.000436062816074|-0.0113261585462|-0.00066773498387|-0.00851469362418|0.0031606566262|-0.000839077045651|0.0135835357056|0.00507660468488|0.013704066938|0.00634240999724|0.0279115843035@0.0218082037385
WMT,"November 4, 2012",TB|TVA|TVB,ERROR
MRVL,"March 31, 2014",TB|T100,0.0128931024767|-0.00293380261883|-0.00257631219891|-0.00392193921465|-0.00862769200039|-0.0204587099193|0.0252955645618|0.000308705879666|-0.00215360736704|0.00594519630659|-0.0228299299227|0.00357934495634|0.00387631548579|-0.00394296298696|-0.00719285575136|-0.0249594141972|-0.0173447698638|-0.027860955556|0.00192090245991|-0.0057349930054|0.0101570424668|0.0208475241525|-0.0054747807447|-0.0306772656977|0.00795531295524@0.0171933210142
IBM,"August 19, 2014",TB|T100,0.0107146262983|-0.00777651372118|0.00808824857206|0.00324265538158|0.00912038342982|-0.00156608113507|-0.00293612675203|0.0173054402699|-0.00891654622346|-0.00671987204453|0.00119180448658|0.00414586672981|-0.00213508010591|-0.00243405707749|0.0018877895334|0.00252951690189|-0.00598327324979|-0.0052541107226|-0.00288006662083|0.00185861855844|-0.00225806280777|-0.002065387988|0.00872458438162|-0.00259485069092|-0.00189907080149@0.00669398545833
HPQ,"February 27, 2017",TB|T100,0.0072844297061|0.0163996736606|0.0196943153783|-0.00292438370977|0.0175911728906|-0.00950592409233|0.00558137680584|0.0147175451155|0.00783848230388|-0.000643207249578|0.00070334733569|0.0119798651922|-0.00600908053588|-0.00985298480181|0.000486241717533|0.00285899626731|0.00249277935593|0.0075743753475|0.0845061487846|0.00611719328398|0.00108873954316|-0.00972453789264|-0.00937304552881|1.90553221214e-05|0.00217140663916@0.0124254613811
AAPL,"February 26, 2013",TB|T100|TVA|TVB|TV100,0.0316361246481|0.027875581976|0.0154540568129|0.00626765721496|-0.0110903795422|-0.00223853853948|0.0242720308466|0.0043567793145|0.0380291630061|0.00270125008607|0.0272387129733|-0.00495929753502|8.04589441691e-05|0.00487333004928|-0.00997682365108|-0.00524341816581|-0.0100693906313|0.00987013455974|-0.00420025749542|0.00114935826899|0.00916212092615|-0.0226551473916|-0.00621068642999|-0.0340566970714|-0.0241468762003@0.0159986318402
RNWK,"February 21, 2012",TB,0.0112299458602|-0.0160826816595|-0.0162050941379|0.300923621164|0.00107848967924|0.0102065335521|0.0251288881392|-0.00183540845283|0.0370869416424|0.00202032908623|0.00405005882734|0.00122262183132|0.00220887654015|-0.00556109797764|0.00177002506631|-0.00214104064677|0.013814820934|-0.0193155683677|-0.0264426822871|-0.00188029621501|-0.018729099981|0.0176718819379|-0.0133158320921|0.0250164592906|-0.0117230963852@0.0160513218584
IBM,"April 11, 2012",TB,0.00381908842252|0.00495893462695|-0.00220989641171|-0.00571984517989|-0.00608096564335|-0.0111835762516|0.000384364705257|0.00347490940523|-0.00850918572935|0.00871101922595|-0.00289963195894|-0.00703318569732|0.00279339298867|0.00163497165338|-0.000775503845619|-0.000230508283666|-0.019395030868|-0.0023338883599|-0.0053287509422|-0.01726894088|-0.00710082196279|0.00819643930461|-0.0103497279513|-0.0117672721465|0.022435846619@0.00914626373541
FMC,"September 9, 2011",TB|T100,-0.0107274313545|0.020178344447|-0.0353488068532|-0.0115968668066|-0.016791643582|-0.0240019079114|-0.00264949705511|0.000593646369227|0.0107552624927|-0.0135801056913|0.0048828090197|0.0136126316677|-0.035568657001|0.019234043088|0.000112429341634|0.0138639698416|0.00899534414905|-0.00628181328831|-0.0213742831172|0.00848687378097|-0.00413579878127|-0.0239010954531|0.00930799471071|0.0168806676387|0.00299507130582@0.00801150842784
MNTA,"December 20, 2013",TB|TVA|TVB,-0.00654790833159|0.0189077069457|0.00851271277456|-0.0256121074697|-0.00547556192522|-0.0141306776009|0.0169279863886|-0.00844155987399|-0.0194175933308|-0.00782645544704|-0.00460008549512|0.000346129198779|-0.0117959831975|0.0103994933362|-0.0150092635194|-0.00236019213136|0.0161351030002|-0.0167270528515|0.00234981830873|-0.0158324569766|-0.0273145849888|-0.0061926093402|-0.00965534151488|0.00572815962286|0.00866715622452@0.0135586822342
PFE,"October 17, 2011",TB|T100,0.00105170566124|0.0128535554537|0.00120960002165|0.00899541661471|-0.0102489658662|-0.00219351156031|-0.0140540807435|0.00816198685639|0.0178900755142|0.00417904792899|0.00633896236381|-0.00990519655208|0.00277326626542|-0.00434791576388|0.0172226287964|-0.0058018436265|-0.00657033355842|-0.0114471661948|-0.00409668614752|-0.00240315394883|-0.00201512507194|-0.00356703445577|0.00299557813995|-0.00856376276656|-0.0011009064081@0.00815778216261
