Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_NBS"
MNTA,"June 18, 2015",63|594,A2,-0.00688241295602|-0.0134183479581|0.0272657653857|-0.00672148721912|-0.0187550408653|-0.0218055085912|0.0364624688544|0.0496434912851|-0.00657939874572|-0.00017277975484|0.0182859925806|0.0231811166741|0.018881646924|-0.014369723886|-0.0314353304315|-0.00892960509569|-0.00449429019953|0.0308428959849|-0.0240097580565|-0.000387811987278|0.0329609689678|-0.0234796507156|0.00110643765559|-0.00059896267794|-0.0305679472514@0.0295072443544
AAPL,"August 23, 2013",150,A2,0.00674069015928|0.018916427256|0.0140037992405|-0.000450029477006|0.00382697049402|0.0134412610633|0.0174539048032|-0.00377013875961|0.00313548213315|-0.00250222528199|-0.0108337893357|0.0304650008786|0.046350880982|0.0229529311775|0.00916339665389|0.012594110389|0.0163656107744|-0.014494675972|0.00808216920972|-0.00262844090148|-0.00419495441725|0.00789575373117|-0.017355575217|0.00427736197478|0.00238852507125@0.0117452816224
INTU,"November 16, 2015",39,A2,0.00693579417643|0.00692831736301|0.00716190885502|0.00990530528347|-0.0019124135932|0.00394738300929|0.00880838634058|-0.0139988877326|0.00112237891742|0.00570380982632|-0.0134211256734|0.000612125773841|0.0187320327801|-0.0066959631812|0.0086014049792|0.00841988844675|0.0133689614284|0.013579066367|0.00947488707484|0.00342952462271|-0.0152270342072|-0.00106333997825|-0.0180219995793|0.012236891016|0.0551283883509@0.0234645390703
SYK,"September 12, 2016",3,A2,0.00153888014208|-0.00401538679488|-0.0115157477854|-0.00337778366148|0.00460460454685|0.00172670628821|0.00394267173408|-0.00519953496275|-0.0049903515753|0.00719178808081|0.0117287222614|0.0136550076221|-0.00126465203377|-3.15581942399e-05|-0.00308424772651|0.00116049175794|0.00994486725069|-0.0141006962141|-0.000561218537275|-0.023140603806|0.0114263128594|-0.0101294230115|0.00531841356621|0.0168521179185|0.0102033895333@0.0109164591935
NOK,"December 16, 2015",14,A2,-0.00612558280352|-0.00412069274239|-0.00739931377245|0.0116265554121|-0.0112506109606|-0.0115283443508|-0.00374351982358|-0.0114868128147|0.00294065587682|0.0189331646199|0.00804062023299|-0.00575099547202|-0.00648132733143|-0.00268762498253|-0.011854700524|-0.0268105631914|-0.0111749731148|-0.00737978203161|0.00159310250911|-0.00759016043508|0.00972538968116|-0.0155518607906|-0.00709615709868|0.0282718265826|0.0100289031193@0.0230183744668
TEX,"May 14, 2013",98,A2,-0.0217286547218|0.0150813537413|0.00482306482695|-0.00558297948471|0.0225394771898|-0.0149215339055|0.0304790732606|-0.0193024497446|0.00158262370577|-0.00900482999995|-0.0182616504363|-0.0071698567074|-0.0056459470857|0.0397558376556|0.0437671257066|0.00819362609553|0.00159669767766|0.00125312592228|-0.012013051461|-0.00605137037632|0.000852860403028|-0.0164143489165|0.0232173364862|0.00484202874169|0.0275270867477@0.0201435292129
MSFT,"December 16, 2015",14,A2,-0.0112386542411|-0.00455265517272|-0.00115051814229|-0.00313168747106|-0.00250866575023|-0.0041276230838|-0.0139859021327|-0.000563055285121|0.00855325741947|0.001706433432|0.00730076219513|-0.00676558146977|0.0061141672934|0.00110738179116|0.00326861505718|-0.00982711245802|-0.00133277547036|-0.00444003509688|0.0104877257731|-0.0141312611066|-0.00298884650531|0.0053823417976|-0.0126457746287|7.31261486979e-05|-0.00423376714286@0.0174392686546
TNAV,"November 18, 2014",223,A2,-0.0345799088028|0.0183754964871|-0.00765352892011|-0.00132992725707|0.00695583138178|-0.00121585869946|0.0199130825434|-0.0077235709396|0.118716654458|-0.0321492614179|0.00547131834444|-0.0164833905214|-0.00120132237391|-0.0382184696978|-0.00255765464559|0.0141913974599|0.0058420209565|-0.0108909657083|0.0365478091994|-0.054797193322|-0.0278223226342|-0.0113198786511|0.0239832492542|-0.022662395711|0.0350242809974@0.0265236413028
SYMC,"February 2, 2016",116,A2,0.00171228044611|0.000849647528928|0.00700762116122|-0.000818977107324|0.00686137600395|-0.00696927543033|0.00887847510303|-0.00280709709886|0.000574957144925|-0.0229074017385|-0.0369534600677|-0.00251684592885|0.00482126210618|0.0121085279405|-0.0238312418898|0.0126395875336|0.00676673626031|0.0110770131197|0.0014071771223|-0.00425777676688|-0.0125263535|-0.00338429065726|-0.00618649895758|0.0425617382906|-0.0176555000371@0.0090407486588
F,"August 12, 2015",33,A2,-0.00360296646184|-0.0191156330018|0.00762552812278|-0.00849000125539|-0.000491613962247|-0.00448223653252|0.0182028368583|-0.00587104599601|0.0163354581244|0.00852972218723|0.0296257102601|-0.00730022662633|-0.0165458125454|0.0105162891956|-0.000130184028257|-0.0101219208552|0.00939468246883|-0.000175189998458|0.00195101807942|-0.0114277952676|-0.00224491446226|0.00329850645865|0.00172747078049|-0.0115047807908|0.0128737249306@0.00858307660771
LYV,"November 29, 2016",235|438,A2,0.00802467417331|-0.0183125399349|-0.00575242997628|0.00964549584089|-0.00332227949933|0.0107783413884|0.00268180122431|-0.00913208529356|0.0255554689232|-0.00651136717751|-0.00490157705799|-0.0285384369428|-0.00103335884045|0.0193464445558|-0.0169197605621|-0.00523185063581|-0.0128452917833|-0.00691896049814|-0.00305071014478|0.00449780283402|0.00968587303771|-0.0145198736242|-0.00370608580745|-0.0176014426962|0.00291971328576@0.00901953725564
NVO,"June 18, 2013",131,A2,-0.00321660349413|-0.00532463093067|-0.0069872738373|-0.00369087212999|-0.0026710741322|-0.0101314660212|-0.0149649770524|0.00579698587005|-0.0264539629263|-0.00299736400901|0.0154739239048|0.00255123281671|0.0014816770528|-0.0165541920059|0.00351596322121|0.017843271636|0.0129132011545|-0.0113938333589|0.00301390777571|-0.0410764860347|-0.00440013502917|-0.0137611553137|-0.0142546286237|-0.00812752468721|-0.0174327575999@0.0104567046894
AAPL,"December 3, 2015",38,A2,-0.00252107495589|-0.00374150505965|0.00174204932059|0.00200448810973|-0.0331883981237|-0.00297020251245|0.00559225432826|-0.0223979563114|0.00717214387729|-0.00358813171676|0.0216983287895|0.0134185239152|0.0023795048714|-0.0121069488848|0.00898419481661|-0.00682590489855|-0.00231319927814|0.00698504769422|-0.0137572179|-0.0024687149884|-0.000347659258528|0.0210197441105|-0.00230079461284|0.00400876813278|-0.0172308631646@0.0124641795561
EBAY,"November 21, 2016",102,A2,0.000777577403504|-0.00306489566693|-0.00650466308967|0.00174763195824|-0.00493615393645|-0.00373278446781|0.00205492703358|0.00117211552989|-0.00311991260019|-0.00337709750679|-0.0116940797222|-0.0124232538793|-0.00168555859524|-0.00759459992267|0.0186392856263|-0.027843845868|0.0130974754715|-0.00431524854498|0.0132984558577|-0.00458338094409|0.00280517041776|-0.00038912665287|-0.00659109748418|-0.00245746507998|-0.00911415806159@0.00845110059373
POWI,"March 26, 2013",749|14,A2,-0.0148572205361|-0.0207559108644|-4.5799567945e-05|-0.032598262289|-0.024358134873|0.00869655013104|-0.0125707731052|-0.005790118041|-0.00416741219994|-0.0120677233423|0.00117901466584|-0.00670285382488|-0.00284733429197|-0.0161496792483|0.0118602986107|0.00786635989511|0.00176900113018|-0.00766491707633|-0.0108393153556|-0.0166957433184|-0.0127785829207|-0.00862087158699|0.00465750607265|-0.0277491674831|-0.026949554299@0.0239667947863
IPXL,"August 7, 2013",16,A2,-0.00627435480451|-7.59196287646e-05|-0.01022877745|-0.00977006691603|0.00698227982235|-0.00557483439473|-0.00230304239792|0.0149738879985|0.00305764153987|0.00104907059732|-0.00578685291254|0.0133209834974|-0.0036696564216|-0.0070360596038|0.00173768143639|-0.00780356444142|-0.003923432382|0.00409544341659|0.0124846427711|-0.00779227773469|-0.0112181374918|0.00344809244567|0.0365817630015|-0.0190439920947|-0.0127387530631@0.0143340021473
NOK,"September 16, 2014",139,A2,-0.00893904146531|0.0136856279791|0.0071978990732|0.00773365985714|-0.00638578803824|-0.0015362436438|-0.00718715529395|-0.00998753079256|-0.00113256348636|0.0223114207235|-0.00359775190229|0.00607259068775|-0.0076645547266|-0.00890587022851|0.0244580929908|-0.0143979023131|0.00219467348251|0.00499244719805|0.00371443474168|0.022957260674|-0.0150723015474|-0.0072520757308|-0.00130861356377|0.00196846112792|0.0112195867596@0.0182196150775
CSCO,"October 2, 2013",209,A2,-0.00424785446514|-0.00519813122004|-0.00610217416775|-0.00365583656337|-0.0047080241893|0.00330119749779|0.00274915281333|-0.00265910347917|-0.00885733587746|-0.00895301249344|-0.00592182963917|-0.00331472287188|0.0115564471889|0.000777063847899|0.000437365491609|0.0188840857186|-0.0346353230751|-0.00813240146661|0.0163778583369|-0.0166375921888|0.00627053513754|0.00698302898892|-0.0146328624388|0.0134773100861|0.0145495987551@0.0116352617818
EBAY,"December 16, 2015",14,A2,0.000797345373345|-0.0150685734458|0.00276817857849|0.00461308784303|-0.00505349213117|0.00394230588328|0.000875252830846|0.00217254156927|0.0242580113725|-0.0335740235642|0.0149483818959|0.0108991882226|-0.00526937060677|0.000475365229271|0.0028661922984|-0.00212063645608|0.00443015596528|0.0119801680062|-0.0052496290635|-0.00715827324162|-0.0143932218253|0.00782082423518|0.00929116315598|-0.00831083492447|-0.00358053435428@0.0260931986913
TGT,"August 15, 2014",37,A2,0.000892177565906|-0.0119458090582|-0.000715347444968|0.0211085742828|0.00360384930607|-0.00901532738959|-0.00227467756002|0.0139256307979|0.00387088209003|-0.0237742766071|0.00469470045586|0.0111152721348|-0.0424730190303|-0.00178804740829|-0.00703023028712|0.0135397664715|-0.00467080880177|0.00151264939456|-0.00626880345065|0.00602417632899|-0.00982115564658|0.0116102092129|0.00954312102049|0.0165457881263|0.0105941643926@0.00801233535211
FISV,"May 12, 2016",97,A2,-0.00572680960347|0.00282834976172|0.0034076275665|-0.0037788484965|-0.0122879523271|-0.00524779871112|-0.00324031836656|0.01092615426|-0.000880006559797|0.0013273461344|0.00169841443362|6.77967245896e-05|0.00597111758384|0.0058525876533|0.00931996079529|0.00366405713191|0.0301549204119|0.00913418777316|0.00559131671135|0.00890902520452|-0.000927929718395|-0.00328560599318|-0.00626629333146|8.00857158279e-05|-0.00650263140877@0.00741139892422
USB,"February 21, 2017",43,A2,-0.00324071163509|0.0106573127171|0.00660396348302|0.00967835686976|0.0013064100222|0.00109862449461|-0.00425868485592|0.00639238311892|0.00090402298681|0.004681572588|-0.00415594395123|-0.00431005539162|-0.00727090791684|0.00762545676036|-0.00192547382083|0.005398256807|0.0044635112628|0.00665476783906|-0.00230319524964|-0.00397512499935|0.00120921757906|0.00207325514817|0.000633407033287|-0.00682820004019|0.0018424670644@0.007179998678
INTU,"May 12, 2016",97,A2,-0.00328500230981|0.000649971275674|0.00233261787298|-0.00163033031262|-0.0022906898025|-0.00781923446011|0.00074433140263|0.00256888004964|0.0140049042664|-0.00567828551455|-0.0107904972625|0.00143404779693|0.00507044761485|0.00174635427169|-0.00863193024995|0.00575001005108|0.00293978171458|0.0057925117574|-0.00157445403749|0.00571839935985|-0.000932206447602|0.00795178441511|0.00658549097074|-0.00497296547577|0.00551080000041@0.011229412299
LLNW,"August 4, 2015",70,A2,-0.0134547005928|-0.0242967576522|-0.00879177995923|0.0272115919598|0.0100425984313|0.00327650589387|-0.0326986241651|0.017743276393|-0.0209083018799|-0.0213827473571|0.0313717534416|-0.00857623970475|-0.0312332222183|-0.0373459225084|-0.0364789154711|-0.0107739426144|-0.0133801001566|0.0208562493279|0.0502047259708|0.0530967885667|-0.0242005650645|-0.0966766397378|-0.0301125555484|-0.00459099598892|0.00330166053586@0.0183250385077
NOK,"November 18, 2013",101,A2,-0.014314677772|-0.0042121622515|-0.00765389087842|-0.0436747778393|-0.0535739685685|-0.0510740986767|0.0682618155242|0.0236530013065|-0.00414133603885|-0.0227488158428|-0.00796500140403|-0.0109105271096|-0.00407204630179|-0.0218643968485|-0.0406412810359|-0.00296041227941|-0.0118073709836|-0.00918755542381|-0.0356774418916|-0.0135720040062|0.00405402720611|-0.0402744129245|0.01323297099|-0.037458882909|-0.0119434903308@0.0524189583974
HON,"September 11, 2015",1225|64,A2,0.000955624492642|0.00118460803934|-0.00430811445283|0.00715401553118|-0.00272964232957|-0.000595341780239|-0.00461808942378|0.00902077324305|-0.00172400743991|-6.49891870033e-05|-0.00565625568726|0.00105143114221|0.00100916050554|-0.00149189792264|0.000704468687531|0.00473143894081|-0.00407031389941|0.00588309898978|0.00473057083265|0.000918932528146|-0.00437234887493|-0.000217524021785|-0.00253977647612|-0.00312402377281|-0.00204130992994@0.00572686690249
SBUX,"November 29, 2016",235|438,A2,-0.00703525845015|-0.00413926650713|0.0149061792042|-0.0183014649401|0.0211432965631|0.0189848882446|0.000901213400706|-0.00640234419152|-0.0187751290209|0.00992211807919|0.00644738545003|0.00767195169923|0.018379263509|0.00544792228352|0.00174435238656|0.00232179058723|0.0182960634041|0.00944605408079|-0.00372046285357|0.00766601400749|0.0103003264746|-0.000154227738504|0.0134475665449|-0.021187714158|0.00253878371015@0.00583996112334
BDC,"November 5, 2015",57|38,A2,0.0102482502226|0.0146619943303|-0.0186610167606|0.00305888522781|-0.00259755949653|0.00668095295271|-0.00607263201835|-0.00242970940842|0.0132173062673|-0.0166170746611|0.00604277953215|0.0205834578301|-0.00640805436817|-0.00876946446467|0.194562508192|0.000703128782102|0.02446052178|-0.0166673079986|-0.0202244769588|0.00879942096029|0.0152269865882|0.0158594024587|-0.0102162055589|0.0102836937374|0.0148698587338@0.0165187411897
MMM,"August 6, 2013",-37,A2,0.00339968139529|-0.000303145608764|-0.00375918242762|0.00425197105703|-0.00678021662929|-0.00158177521203|-0.000461236162044|0.00148848202605|0.00379062609898|-0.00172792603339|0.00536970170972|-0.000811590858822|-0.0010661096506|0.00141419787326|-0.000335416965031|0.00130382707612|0.00369966888184|-0.00318030735627|-0.00353326709976|-0.00216778153433|0.00113312543821|0.00519501223078|0.00307536516965|-0.00106692039644|0.00103800505183@0.00410226025406
FB,"September 9, 2016",128|471,A2,-0.00511225034068|-0.000292302354907|-0.0115149011556|-0.000965603324319|0.00593926772335|-0.00674534314437|-0.00240565242645|0.00386170560737|-0.00105446005014|-0.00333325343875|0.00301402712525|0.00941695185709|0.00702838954574|-0.00494960904133|0.00394000090398|-0.000591241838613|-0.00245787191268|0.0213683614053|0.0092643375878|-0.00477811322346|-0.00293542274315|-0.00182776639911|0.00102259429311|0.00379849254933|-0.00570967688443@0.00894585318442
CBS,"February 10, 2015",97,A2,0.00937595000438|0.0138171950031|-0.0178338088269|-0.011941465591|0.025033284708|-0.00514728009863|0.00716113155828|-0.00356788808437|-0.0128213203038|0.0172118748957|0.00854286267104|-0.0060267572663|-0.0190813507707|-0.0087486819841|-0.00110090836756|0.0147839467817|-0.00217189208489|-0.0226726430098|0.0133279888712|0.00185776990196|-0.00574559297293|-0.00674264971204|0.00862926203919|0.0300076890125|0.00306384346591@0.0136888508391
MYGN,"November 16, 2015",39,A2,0.0129869618376|0.0173533208479|-0.00781049673987|-0.00329417391891|-0.0141962289683|4.1937679444e-05|-0.00211517096964|0.0111403069073|-0.0482960256478|-0.0215358447654|0.0198374807543|0.00190000891823|0.0833199689727|-0.0419647007479|-0.0152444361049|0.00298774588827|-0.00442084787457|-0.0102139219699|-0.0188782556692|-0.00183531474796|-0.0245346469646|0.0154158239355|0.0165424543601|-0.0222905011988|-0.0110332663887@0.0228921753295
ZNGA,"November 16, 2015",39,A2,-0.00673909491235|-0.0227306637947|2.91851941212e-05|0.0154836304138|0.00118282592312|-0.00976025579331|-0.00173382903137|0.0134857835279|-0.0189194081052|-0.000769065134314|0.00510225559965|0.0252111420036|0.0429095808503|0.0137453402544|-0.00203354281636|-0.0140854129316|0.000664298967385|0.0111874763391|-0.0204207703321|0.00230837880024|-0.00064108428813|0.00193645550073|0.0269051491061|-0.00588178009678|0.00404997208904@0.0188810362329
MSFT,"October 3, 2013",17,A2,0.00277930832643|-0.000274325304925|0.0130781011065|0.0209359720659|0.0114406217562|0.00265541718219|0.0115744694406|-0.00788399230845|0.00385373158779|0.00742051936039|0.0131496208463|-0.0187837247475|0.00384990641567|-0.00489611489576|0.00617252272018|0.00823433214689|0.0204997669964|0.00610032636005|0.00680412552684|0.0132247410371|0.00639236535144|-0.00137663124324|-0.00945469845288|0.000892966126686|0.00396027300245@0.0255106473512
RHT,"November 18, 2013",101,A2,-0.0105173507103|0.00446955882901|0.000126371935085|0.0332905232189|-0.00917399030508|0.00779417674072|0.00863545114982|-0.00201167044344|0.00747584708192|0.00127495124807|-0.00254535741521|0.006803910515|0.0242422044071|0.00552134787484|-0.0119818061647|0.0273056634645|0.016428011058|0.0324891710546|-0.00286675979086|0.0158890826705|-0.000261775442974|0.00621113205182|0.0130631987391|0.00589052375605|-0.00180811394437@0.0236262738027
FB,"November 17, 2016",476|134,A2,-0.000503683829925|0.0139584872802|0.00375405891819|-0.00572419848007|-0.0090198193597|-0.00926453470516|0.0136228391184|-0.00373428595537|-0.00605212670476|-0.0139212638762|-0.0551515612031|0.00585715434861|-0.0102497427632|0.0112050184529|-0.0196590515444|-0.0232407815985|-0.0140925486221|-0.0357999890749|0.00959305145934|-0.00701193608888|0.00619526481778|-0.00586940946242|0.03136077503|-0.00569172929618|-0.00711063971502@0.00654221578398
CSCO,"May 1, 2013",85,A2,0.00818395524345|-0.00373663059051|-0.0168512963802|-0.00867858840469|0.0156080651807|0.0117410482882|0.00671173161617|-0.00506045219054|-0.00146761089883|-0.00893368936289|-0.0119971472645|0.00303095347469|-0.0143741243277|0.00176740844903|0.00539628967811|-0.0261949009715|0.00797790073845|0.00269021205872|0.00821403315919|-0.00551420851374|-0.0183212533255|0.00794984254165|-0.00505741201705|-0.00375581871774|-0.0260339264579@0.00903743282082
AAPL,"March 17, 2015",487|132,A2,0.00147734774915|0.00423709034181|-0.0038663907621|-0.00136103427463|0.0242408804683|-0.01212828076|-0.0275148128784|0.0113507557425|-0.0137921868863|-0.00496941173744|0.00424882895878|-0.00407040949894|-0.0205638817567|0.0152729928377|-0.00311301640321|-0.00460078360481|-0.0182829792501|0.000732047923165|-0.00241970896916|-0.00697904672046|0.0174359593205|-0.00520231433039|-0.0048887000376|-0.025371690654|0.010013170773@0.0175800951293
FB,"November 16, 2015",39,A2,0.0069485239317|-0.0156435669808|0.00594054498628|0.00568513538271|0.0110360375424|0.0160332895475|-0.00056059346966|-0.00956993285376|0.00513083138383|-0.0254142993602|-0.0018178353918|-0.012262037225|0.0144926142818|0.0444203228881|-0.0168104202956|0.002545126414|0.00872239653106|0.0124504953043|0.00425837004765|-0.0280521058607|-0.0176531101005|0.00921820681443|0.00557274056997|-0.0151686694136|0.00394278786236@0.0141737538171
YHOO,"November 16, 2015",39,A2,0.00558370129754|-0.0167586963895|-0.0451681820126|0.00316307827308|0.0376949691771|0.0115203496777|0.0306799165567|0.0166325507812|-0.00123812626762|0.0225762748519|-0.019303614488|-0.0163937392551|0.0152100106344|0.00459179791292|-0.0238472461676|-0.00388561988902|0.00906873570965|-0.0120395892896|0.0115547168846|-0.0184695523974|0.0106181377777|0.000166309875154|-0.00971292781297|-0.0076363023814|0.0131934780157@0.0205601080125
CROX,"February 7, 2017",15,A2,0.0162731305703|0.0217897869994|-0.00164384081924|-0.00701897385991|0.0058246798979|0.0149748369232|0.0114557974086|-0.0201689048114|0.0272877789449|-0.00550536769518|0.0163482925575|0.0155488851025|-0.00931921816876|0.00765322698641|0.0115930503461|0.0146452933893|0.00322942263918|-0.0419470996819|-0.0285659687309|0.0123433359455|-0.0173743001692|0.0202070044263|0.033330290217|0.0171889352732|0.0143010260595@0.0341697446963
CTAA,"February 12, 2015",72,A2,0.0283211534595|1.91414529726e-05|0.0189137865244|0.0396866336511|0.0301246600638|0.013335577986|0.0339202027974|0.00525745095857|0.041916155229|0.0181375604474|0.0344213368314|-0.00369921471443|-0.00504654419017|0.0280317208878|0.0197779064786|0.0254618953586|0.0316359615196|0.0348565419715|-0.0100975818403|0.0105308245635|0.0241542790271|0.013149347738|0.00747231660266|0.01247490034|0.0214640109643@0.0920086858653
XLNX,"February 15, 2017",161,A2,0.00162116263996|-0.000741341015965|-0.00643615701081|-0.000588260399516|0.00569137268904|-0.00274316744838|-0.038812279082|0.0186474852923|0.0155568969252|-0.0179042398578|-0.0171840693211|0.00948264565531|-0.00996424910493|0.00544471055598|-0.00513214144518|-0.00191517885118|-0.0151278265393|-0.00643300905284|0.0160088740669|-0.0205552479111|-0.00635184091693|0.0100480779936|0.00286314802573|-0.00667308670309|-0.00920994988609@0.0130580868164
AGYS,"November 29, 2016",235|438,A2,0.00687991060304|-0.000100222190533|-0.010830046854|-0.0103798912715|0.0100849459292|0.00821292222585|0.0110927721084|0.0541927738314|-0.00801382211264|0.0160159602596|0.0286946752761|-0.0581942585477|0.0494494630463|-0.00835111160069|-0.0143810794131|-0.00750081138159|0.01923996187|-0.0150099028829|0.00143196841579|0.0140089030124|-0.0240171066558|-0.0204745736946|-0.01209669389|-0.00405253375115|0.000120326056278@0.0147616260242
FTR,"July 31, 2015",85,A2,-0.00759669202094|0.0327069394208|-0.0160289899407|0.0485674019635|0.000824731233547|-0.00729648636432|-0.00521890878135|-0.012371792085|0.000937412440069|0.0174496694616|0.0293696676884|-0.0169314939657|-0.00677326328954|-0.00121868477406|0.0222386221015|-0.00923944463272|0.0379180992051|-0.0206094556932|0.00551649485893|-0.00124831838419|0.0337988732693|0.107086007791|0.0350360917727|-0.0263213860885|0.0377417527104@0.0312113833542
HSNI,"July 31, 2015",85,A2,-0.00576277264328|0.00422133902432|-0.00753627539768|0.00636358622838|0.00482863637369|-0.00127378943247|-0.00144336430029|0.00140356523784|-0.0243510893464|0.00659229287027|-0.0152156300305|-0.00129995510179|-0.00653660750146|0.00727539634008|-0.00986024131747|-0.00471039323274|-0.00159134238877|-0.000426270187124|-0.00531843096311|0.0117228814301|0.00049665434977|-0.00669666806155|0.004851047881|0.00762935253104|-0.108048035374@0.0109501908013
MSFT,"August 4, 2015",70,A2,-0.010976413568|0.0263339079988|0.00441112652662|-0.0167926488394|0.00424817995965|-0.00412602617269|0.00454648516485|0.00780723888019|-0.00123889443254|0.00655423622236|0.0148558973855|-0.0337006860892|0.0223162473793|0.0137364119889|-0.00275065775774|-0.0185508365541|0.0108624185282|0.0132481247695|-0.000489354777754|0.00864816767015|0.0195226632018|-0.0033993737782|-0.00643582284352|0.00656441554521|-0.0062798217185@0.00538284320252
SYK,"June 27, 2014",119,A2,0.00653389821101|0.00384558425575|0.00872352590754|-0.000143746213038|-0.00207899682749|-0.00600823674217|-0.000765663956727|-0.0039239885835|-9.13696003233e-06|-0.00437322239759|-0.00595027814376|0.0140399739243|-0.0112619698917|0.00176064094076|0.0140779191917|0.00415538015696|-0.00843835316973|6.37370439688e-05|0.00584232265183|-0.00538782493964|-0.00848526901857|0.00547719549232|0.00874604947082|-0.00122647664861|-0.000871810968973@0.00871852058877
NTAP,"November 16, 2015",39,A2,-0.00494906155021|0.00207550029661|-0.00393067876013|0.0126064190302|-0.00233247984519|-0.0428163275887|0.00782849303745|0.00964459848757|-0.00863079300421|0.0108723802707|-0.000436996922447|0.000100697566474|-0.0170509938096|0.011794482604|0.00599848897539|0.00102499429203|-0.0265414199682|-0.0239477955681|-0.00528133994334|-0.00634562416166|-0.00899681086878|-0.00568758734463|-0.023689849434|-0.00176636569239|-0.00122210675044@0.0119522604119
NVDA,"February 24, 2015",13,A2,-0.00629841432421|-0.0305613799156|0.001716545346|0.0130601112732|-0.0119419761877|0.00655634108059|0.00688304068401|0.00865149263333|0.00413698218519|0.000387477078956|0.00607137219582|0.0147569316456|-0.00632999221834|0.0576776502347|-0.00382647623401|0.0022007264921|-0.0106714563922|0.00478965026658|0.000441717239989|-0.00676280560945|0.00798989956752|-0.00538884433082|0.00540386124591|-0.000689510184897|0.0170283225161@0.0107399267124
MRVL,"August 4, 2015",70,A2,-0.0156882852393|-0.00714805832475|-0.0362052489822|-0.00659567385693|0.0393012102417|-0.0265289504139|-0.0167780087892|-0.00464311190646|0.00369085256085|-0.022620804928|0.00385524787097|-0.0130884118027|0.0074415065859|-0.00726620084021|0.0142206071312|-0.00293979020326|0.00238634406125|0.00449200782956|-0.0157412996827|0.00638587681817|-0.0162746027664|0.0431487437628|-0.0243593970988|0.00708154373133|-0.00509840759844@0.0208820360221
BMRN,"April 25, 2017",46,A2,0.00831356667724|0.00371445654225|0.00279753481011|-0.00897546618425|-0.0159046387802|-0.0143861976215|-0.00924418846079|0.000651836500274|0.0052814934681|0.01064019111|0.000792616291018|0.00200419492419|-0.00130074157107|0.018743482001|0.00177448899081|0.0023652630074|-0.00964091269909|-0.00590978253435|-0.0199724011108|0.0473574494649|0.00184892545782|0.0180597282042|-0.000546037184625|-0.00521011358278|0.0148419734262@0.015483504151
ALGN,"July 18, 2014",99,A2,0.0050300784003|0.000790685626611|0.00457542007976|0.0211471235069|0.0146581180207|0.0231071683418|0.0179624706464|-0.00217959054108|0.00794452816276|-0.0110354762622|-0.0047347680285|-0.00768905904049|-0.000353088613421|-0.0106956851057|0.000571577701146|-0.00877439216898|-0.00711446291597|-0.00114403684065|-0.00763314541651|-0.000881796319835|-0.0182545685559|-0.0119905086742|0.00971659378957|0.00536969698481|0.00345540248212@0.0166211630654
SNPS,"April 24, 2017",19|354,A2,-0.00409223867664|4.66497102895e-05|-0.000275723449186|-0.000240495560195|-0.00637509379088|-0.00310377552591|-0.00143466250975|-0.00710766432062|-0.00893660804329|-0.00710373806243|-0.00122452524059|-0.00570751054994|-0.00138596930402|-0.00716453754823|0.000347754951905|-0.0069235269645|0.00728009764154|0.0041927126375|-0.00468461083598|-0.000845731023721|0.005861710702|-0.014572443175|-0.00440457202962|0.00138581629242|-0.00155558646394@0.0137749432964
BBY,"September 6, 2013",28,A2,0.0128245575579|-0.00649907031081|0.0106047573366|-0.0049875017041|0.0368042093853|0.000908521992124|-0.00708246114247|0.0251704873058|0.115561225122|-0.0177073951086|0.0250677969043|-0.00921557152189|0.0287156773464|0.0103113737669|0.0161574130953|0.01266253|-0.00264581312933|0.0190817524252|-0.0113131735528|0.00770097051067|-0.00821176676183|-0.0141193435265|0.00659132140288|-0.0058710502701|-0.0011255184787@0.0207995998734
SHLD,"September 11, 2013",127,A2,-0.00651038057487|-0.000357961430976|0.021723371328|-0.00551138174237|-0.0143006868909|0.0330907756734|0.0510745102886|-0.093904335481|-0.00392686204582|0.00170962984247|0.0555187742016|0.00598874955566|0.0181509463097|0.0700676480348|0.0110857530676|-0.000770848691526|0.0626425194951|-0.0163178299388|0.111509144319|0.0590128329685|-0.0155405914484|0.0597901958058|0.0272196099821|0.0112571318759|0.00871424433581@0.0155556699013
NUVA,"June 3, 2016",92|72,A2,-0.001804067922|-0.00639463456712|0.00471582682505|-0.00935779371977|0.00440013660638|-0.0124053255557|0.0223860075222|-0.0109406514658|-0.00230184315196|0.0134630139152|-0.000344155652273|-0.0033014764202|-0.00630271579823|-0.00448664881612|-0.0185760333563|-0.0107708793486|0.022126263995|-0.00912170079811|0.0209977221866|0.0126440807829|-0.00330977181486|0.00657343984081|0.00519155272344|0.018384670679|0.0118760518643@0.0127179513339
FISV,"October 13, 2016",259|6,A2,0.0135752890641|-0.0030182809895|0.00327696334102|0.00283664954759|0.0188908657373|0.00774864941263|-0.00625431531415|-0.00318581005533|0.00323125129779|-0.00357582961502|0.00147840027478|-0.00346662695644|0.00635853643835|-0.00388438379361|0.00850867848058|0.0133118699717|-0.00425312016052|0.00568318662367|-0.00590039368474|0.0114978590895|0.000340985556857|0.00552435891836|0.00193270176743|0.0017231094986|-0.00125516669261@0.0109337732744
