Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"MM_[-60,-30)_[-20,5)_NBS"
ADBE,"April 8, 2016",288|2|284,A3,0.00495400249636|-0.00809830014089|0.00679097535645|0.0118843977384|0.00737836248824|0.0168203634933|0.0299480539396|-0.0124678509308|-0.0010787045806|0.00970337172462|0.00519950341486|0.00140569825606|-0.0169325727851|0.00321555060116|-0.000954513279015|0.00186701020375|-0.00544203947129|0.00989171197541|-0.00907517506358|0.000768207486544|0.00825199621514|0.00431131774987|0.00146994691957|-0.000200135844348|0.00341038385531@0.0156846593882
AAPL,"July 30, 2015",20,A3,-0.00328314973349|-0.00281794322338|-0.00403688059706|-0.0148563764713|-0.00076502466109|-0.0245767579209|0.00364234056667|-0.00227634591617|-0.00498062484486|0.00774241407505|-0.00570199840823|-0.00217508456843|0.00855346508715|-0.00014859813036|-0.0376996462126|0.00215611299634|0.00688969652988|-0.00390850878284|-0.0154440303276|-0.00925266630876|-0.00922255035539|-0.0147890611546|-0.0227295558949|-0.0326395022183|-0.0037608541257@0.00431706546726
PIR,"November 7, 2013",2,A3,0.000992452119604|0.00622152816541|-0.00744026621637|0.00585379249686|0.0129418411949|-0.000646987852927|0.0266541744045|-0.0108092833547|0.0147207747966|0.0210191471645|0.0164624378251|-0.00385843497922|-0.00049885322554|0.0069531389273|0.0123701517228|0.0112482924052|-0.00461693243076|0.00864613802226|0.0216734265633|-0.00866989173213|0.0114772966408|-0.00769737361217|0.023713527343|0.0287705468866|0.00201216544159@0.0309779043325
DGLY,"January 13, 2017",3,A3,-0.0593411382372|0.011979830712|0.052612952449|0.00573035860435|-0.0406159975111|0.0203532684734|-0.0252734124794|0.0499363515965|0.0275953730398|-0.00745449423932|-0.0215812421411|0.0226024281928|0.00203135023747|-0.0227984555065|0.0622096155978|-0.00985868421358|0.0406790745533|-0.0151935926275|0.0431904745395|-0.0322998288092|0.00564143044185|0.0602417669188|-0.00543847562114|0.121199906372|0.094436577575@0.0393695221787
RTEC,"November 18, 2013",130,A3,-0.0250006939898|-0.00220381106257|-0.0027586062926|-0.00921041443047|-0.00278452519168|0.0109460720475|0.00813036371481|0.00308834065215|-0.00556008211131|-0.0012741278448|0.0176094605989|-0.0366484602878|0.00229939962407|0.00217510535983|-0.0034327609605|0.00192914715401|-0.00945189732612|0.0010434377499|-0.00101358453218|-0.0092842824039|0.0172196913504|0.0044590870324|0.00559586985134|0.00287456564441|0.0106183228291@0.0102265236353
CBSH,"March 27, 2017",20|424,A3,0.0054542625907|-0.00199300188919|0.00220006286983|-0.00739201640909|0.006833745706|0.00278905123345|0.00480940206689|0.00245221684931|0.00485688060281|0.00291430410877|0.00247053246591|0.00497105919038|-0.0120719406892|0.00806478972483|0.000504362059612|0.000588723386505|-0.0165209607246|-0.00330347536044|-0.000643688981556|0.00814119504973|-0.000497078504818|-0.00574208052008|-0.00608447058094|0.0165889002953|-0.00309015870265@0.00864476009988
CLCT,"March 11, 2016",4,A3,1.7972581672e-05|0.0107554498335|0.00531856086531|-0.00987782815176|-0.0160567146778|-0.0100514375957|0.0072770614785|0.00496791499483|-0.0161813188856|0.0149045485|-0.00522254225849|-0.00463813281753|-0.00588613964188|-0.0202143677473|-0.0107189392469|-0.00387538848888|-0.0242324968245|0.00446260912825|-0.0055825250131|0.0269320234359|0.0272368568401|0.00755913961806|0.0200315033432|0.000966006842523|-0.0214278047818@0.0178217229324
COST,"February 12, 2016",126,A3,-0.0098511997182|-0.0023678809485|-0.00335888800546|-0.00945804464962|0.00543087981933|0.00466946980076|-0.017568092825|-0.0122490646485|0.0192714231755|0.0205005734245|-0.00326216015171|-0.0105654077337|-0.00775455172068|-0.0130305624643|-0.0225817355293|0.0342026352504|0.0412809937876|0.00134872357262|-0.00378455809615|-0.0153559851041|0.00757180857623|-0.0151292861874|-0.00912294092008|-0.0100391837105|-0.00597149332107@0.0123566339926
SATS,"December 22, 2015",76,A3,-0.0118628047953|-0.00690945241832|0.00722012600008|0.00854175239284|-0.00104192004124|-0.0381268226307|0.0270369716756|0.00665757514385|-0.00554676949996|0.015624803524|-0.00413869592312|0.00149233897463|0.0105034478023|-0.00141088716858|-0.0141555981824|-0.00338484453733|0.00804791282806|-0.00458479978899|0.0176555097652|-0.00196960417498|0.00065512379781|0.0105209940826|0.00894216182402|-0.00546862189982|0.00433153238276@0.0107279880828
ESS,"March 4, 2013",56,A3,-0.00153089940504|-0.00317808071314|-0.0132773841515|-0.00940656821586|-0.00644763426478|0.00277302135318|0.000350030139991|0.00783550326814|-0.00108439192153|-0.00261656333247|-0.00764213433785|0.00945131726222|-0.0112326026878|-0.0089453774774|-0.00469085594638|-0.0135178004882|-0.00296696514982|-0.00965905855321|-0.00777308695525|-0.00331677121783|-0.0105942741759|0.00845874598259|0.000193133861618|-0.00741888127275|-0.000816877468766@0.0053641277934
MSFT,"May 5, 2014",3,A3,-0.0162297353799|0.00806688719043|-0.0063758041783|0.000917644372263|-0.00715442137454|0.00459121581532|-0.0102225864638|0.00625395393542|0.00211385983828|-0.0128571803006|-0.00789886580661|-0.00593715081512|-0.0057296142029|0.000357764650788|0.00910990528058|0.0182692929622|-0.017278445494|-0.0078275812419|-0.0130658220213|-0.00802885809465|-0.0115925998465|-0.00193583172066|0.00361368771056|0.00493625049949|-0.00657700134403@0.00924449417042
MMM,"July 9, 2015",141,A3,0.00132415569794|0.00453240137715|-0.00302356160877|-0.00696258153313|-0.000514327424029|0.00409549280247|0.00932835670741|0.00341087078846|-0.0003933219648|0.000817378751256|-0.00503585866317|-0.00496313081801|0.00793854925853|0.00326734321381|0.00265310540105|0.00266206475011|0.000168829978218|0.00539433981182|-0.00192959715388|0.00164753510984|0.00566398271595|-0.00209001261889|0.000110762049916|-0.00171197541483|-0.00252030101607@0.007904676529
F,"August 12, 2015",33,A3,-0.00957969563679|-0.0222797867462|0.0013546774901|-0.0155154503037|0.00027585786604|-0.00332944653079|0.0144970774255|-0.0107878579848|0.0154495331569|0.00404618232773|0.0257875017461|-0.00784210589229|-0.0120225725939|0.00703533594302|-0.00103472178874|-0.0121009356167|0.00809251299066|-0.00347237542847|0.00209055612312|-0.0110999072519|-0.00368028599453|-0.000808220575405|0.00183237625107|-0.0106144791702|0.00811599498223@0.00883366601471
MNTA,"June 18, 2015",63|594,A3,-0.0141330393509|-0.00868411332535|0.0234027046322|-0.016956778567|-0.0224712157347|-0.0243355587449|0.0298871145886|0.0476681575617|-0.0114035011363|-0.0169749842802|0.0123290342947|0.00584792675687|0.0134327609545|-0.00930562759391|-0.0257160522627|-0.00680663222804|-0.0169349299156|0.0234921467138|-0.0243155377024|-0.00436649737929|0.030921556688|-0.0384488171804|-0.00136132794378|-0.00337608608676|-0.0335093060941@0.0290391291732
NOK,"November 10, 2015",77,A3,-0.00731370398263|0.0205455153261|0.00235829251568|-0.0111084316331|-0.00527851942448|-0.00715418695054|0.00568977085942|-0.00414722030074|-0.0407805480875|-0.0131966545418|-0.0164061480977|-0.0128482209465|0.101169858733|0.0135243766569|-0.0155673739611|0.0113496951643|-0.0057729982747|-0.00665345872851|-0.00721727085209|-0.00317678132186|-0.0320287606846|0.0162785866557|0.00917472786461|-0.0126876053605|0.00681108953647@0.01325620943
INTU,"November 16, 2015",39,A3,0.0100693962231|0.0121084515245|-0.0153849778552|0.00366676178381|0.00182309793273|-0.00592890591037|-0.0122092586729|0.0248354732013|-0.0175662694517|0.00774217361259|0.0122070145405|0.0136568980569|0.0247258565175|-0.00432811703339|0.027693413468|-2.34214402548e-05|0.0169437084247|3.7554709182e-05|-0.00931698811672|0.0064586801828|-0.0180556406585|-0.00512556431879|-0.0102908490603|0.00666542053013|0.0667317928478@0.0201920570892
SYK,"September 12, 2016",3,A3,0.00118859343403|-0.00295256410826|-0.00988094523983|-0.00321103157235|0.00528039792696|0.00154268655105|0.00369942689732|-0.00501236612809|-0.00404621275995|0.00864397742542|0.0116042791686|0.01390031255|-0.000487969762929|-0.000278775190942|-0.00399353133942|0.00169280531276|0.00912210360663|-0.0138049618656|0.000488651095677|-0.0213462877584|0.00971710607893|-0.010242217416|0.00420548312351|0.0156073559394|0.00982132722578@0.0112254073691
NOK,"December 16, 2015",14,A3,-0.00642022716449|-0.00463343614831|-0.00777400812024|0.0129813707415|-0.00980115763992|-0.00942974159556|-0.00176112574754|-0.0105723076494|0.00446519232316|0.016805559658|0.00882839193865|-0.00502721468182|-0.00995046354273|-0.00397948689466|-0.0111460301396|-0.0269042004469|-0.0110773407412|-0.0069022445317|-0.000419781697955|-0.00746545750082|0.00910508818356|-0.014381631244|-0.00482565921224|0.0281942333147|0.0102337271985@0.0238839894618
TEX,"May 14, 2013",98,A3,-0.0286170424768|0.0184063567973|0.00210355135546|-0.00957741856535|0.0245439813941|-0.0252965927994|0.0323372992535|-0.0285785683236|0.0102118987235|-0.0149376392342|-0.0328175293321|0.0386133813326|-0.0273058241611|0.0175141953652|0.045519121888|0.00411249951502|0.00886590538892|-0.00485520725983|-0.0341851963411|0.00278796135658|-0.00290767492429|-0.00941070712039|0.0161308859967|0.00560732425204|0.0227289938582@0.0170468256673
LLNW,"February 1, 2016",27,A3,-0.0667539181144|-0.00536329289305|-0.0101170979563|0.0463668676607|-0.0282587787866|-0.0277214577787|-0.0202317468039|-0.00886912842506|0.0207888757223|0.0847807236292|-0.0669937865487|0.0388613162223|-0.112699508887|0.0989598553633|0.0265279634454|0.00113781019462|0.0140823564231|-0.00810017692801|0.0134748020523|-0.00277943048852|0.011640690122|-0.0484365688966|-0.0321286769444|-0.00624282307353|0.00633860110738@0.0366311516229
AAPL,"June 27, 2014",25|22,A3,-0.00742279957164|-0.00862767318608|0.0124130777137|0.00749898700731|0.00321617864053|-0.00504785388143|0.0147635025183|0.00186184047614|-0.00964979080091|-0.0125628569031|-0.0183131166285|0.000505396495755|0.00453419821274|-0.00855974788038|-0.00836079304309|-0.0121849777399|-0.00388046973249|-0.0102965442657|-0.00101063030365|0.00421150830874|0.00779499076786|0.0117599548916|-0.00198721524145|-0.00887578828381|0.00285543882881@0.016787855609
LLY,"January 13, 2016",125,A3,0.00901552447278|0.00514443778631|-0.0158943294076|0.0156566858732|0.00245272378335|0.00515544234443|-0.00661172861915|-0.0059167065576|-0.00184040992931|-0.00501755212196|-0.00694729427666|0.00758683516378|-0.00869497854788|0.00771923424361|0.013408786047|0.011027200135|0.00559345614188|0.0110101606019|-0.0085572644284|-0.0162593644922|0.0276004150424|0.0152654712054|0.0106552255703|0.0236607674716|-0.00371306000758@0.0107094472526
LPL,"September 14, 2015",33,A3,-0.0042490933826|0.000485619321333|0.00564633019827|0.0101722496439|-0.0247217795378|-0.0460718385503|0.0319150274482|0.0516794815814|0.0350233874423|0.0183081394199|0.0171537033618|0.0164438297899|-0.0171655652094|0.0174218430849|0.0355772582003|0.032116446594|0.0406750457017|-0.00361527075887|0.0186258941798|0.0163412228121|-0.0105623149648|-0.00193677310544|0.0339944603519|0.0206870067009|-0.00868817977079@0.0221839897089
HPQ,"July 7, 2014",27,A3,-0.00286207510201|0.00291590713384|-0.00347537138324|-0.00835567359812|0.00987032471409|0.0498392676981|-0.00726732885398|0.000255338062083|-0.0109524316072|-0.00723909728983|-0.00772693368526|0.00895470971506|-0.0120554023601|-0.0127670597976|0.0107129447968|-0.000247814723791|-0.00589340959148|0.0110973790668|-0.00919292907005|0.000710759043499|-0.00150437831737|-0.00558500347706|0.000980706513926|0.00857718121435|0.00252532554104@0.0108877812124
XLNX,"July 9, 2015",141,A3,-0.00376678554898|0.000275633043405|-0.00708714163822|-0.00422079080716|0.0021265673165|-0.00724572680295|-0.00148673781629|-0.0152817795529|-0.00365740386238|-0.0129541850665|-0.00118379487812|-0.000509625282949|-0.0212146350102|0.00300749904119|-0.00090913012176|-0.0104559411098|-0.00697337689832|-0.00669309547627|-0.00391058023232|-0.00557310815504|-0.0242690106622|-0.0133601031222|-0.0008699198773|0.00109861637487|-0.005868107195@0.0100798578784
CAT,"July 8, 2015",75,A3,0.000842659139434|0.00290025546991|-0.00607489741466|-0.000962772766991|-0.00404591925084|-0.0143812150968|0.0126481699327|-0.00492537731973|0.00520312368172|0.00067653126523|-0.00489029754222|0.00201017017744|-0.0138504647385|-0.00541157047665|0.00192113125363|-0.00314021622838|-0.0163799311057|0.00606525282986|-0.00581853567446|0.00664680636593|-0.00571091963884|-0.0114693184335|-0.00280181649875|0.00969713996904|0.00105584298725@0.00798509089682
EBAY,"July 9, 2015",141,A3,-0.0154428854121|-0.00464499477483|0.00194628953341|0.00484636499658|0.000147330179979|-0.00578457046366|-0.0138084405769|0.013156044811|-0.000238433402951|0.00205042780917|0.00537331678778|0.00228186717078|-0.00746436206673|0.00138424185895|0.00682595001139|-0.00755632407872|0.0227973139923|0.000732324652997|-0.0064766034411|0.00679911772973|0.00806163318266|-0.0103550568515|-0.00118353197777|-0.00460668908334|-0.00223193629699@0.0082903890887
BSX,"June 26, 2013",82,A3,-0.000528202573234|0.00671555151916|0.00566085584782|0.0114430301303|-0.0256698589473|-0.00701236018592|0.0103226482497|-0.000594900158844|0.0137232008704|0.00448454896942|0.00322590819706|0.00235185060203|-0.00571390723142|0.0048011353416|-0.0199995186959|-0.00495858352531|-0.0102472473651|-0.000270979724094|0.0142783371905|-0.0279953454005|0.0133122839079|-0.0114788963631|0.00587756895369|0.0015744837782|-0.0225417191882@0.0168324489159
AAPL,"December 3, 2015",38,A3,-0.00269939137527|-0.00368152227876|0.0018230924676|0.00150026925503|-0.0325606940257|-0.00385729934926|0.00451466497883|-0.0223658878228|0.00730375813842|-0.00418173954396|0.0213625519496|0.013047985798|0.00267028137264|-0.0122062797561|0.00959578674943|-0.0067478377022|-0.00219140551729|0.00779687708759|-0.014778310536|-0.0029276614379|-9.63155429444e-05|0.0195385858927|-0.00286033103845|0.00314012470741|-0.0173784754144@0.0129093705007
EBAY,"November 21, 2016",102,A3,-0.000155500305222|-0.00440269560962|-0.0109084526248|-0.00259063778651|-0.00539843671003|-0.00398379205124|0.000260123896745|-0.000663215559542|-0.00719026668979|0.00136126031058|-0.0123425660763|-0.0121558150641|-0.000315930097815|-0.00678963519311|0.0251704687107|-0.0291813456801|0.00979627581863|-0.00271404325216|0.013306782286|-0.00341230251024|0.00101858434498|-0.000348866103408|-0.00586208567084|-0.00287762131653|-0.0104495239056@0.00866861719682
GE,"July 8, 2015",75,A3,0.00133250762194|0.00408528390064|-0.00454153062303|0.00558402115654|0.000652262802119|-0.00113528758873|0.00173998541987|0.0094679144966|0.0068352540043|0.0045060141561|0.00740136366396|-0.00348157690557|0.000189925882467|0.000990454499856|-0.00171649107589|0.00177763520895|-0.00670278379023|0.0021907312722|-0.0095570809952|0.000314873995432|-0.00682163841198|0.00642711292074|0.00547005076594|0.000867326660102|0.00650573770773@0.00799284453882
POWI,"March 26, 2013",749|14,A3,-0.0106890465223|-0.0193155137045|-0.000646959623406|-0.0258485068702|-0.020979027392|0.00931910570934|-0.0184530472017|-0.0127739635265|-0.00482527451698|-0.0103242565105|0.00303470434524|-0.00856144209511|-0.00909936361241|-0.0193051902207|0.013306710869|0.00847820515202|0.000845421803807|-0.00542837383792|3.89830699611e-05|-0.0203079523931|-0.00584522636374|-0.00456587677514|0.00905224619061|-0.0196177698937|-0.0140536839781@0.0244571506555
IPXL,"August 7, 2013",16,A3,-0.00404932935982|0.00104022413169|-0.0123815861899|-0.00682928816629|0.00682206795582|-0.00639783889886|-0.0037572277071|0.0142595591604|0.00288220997995|0.000266550663718|-0.00693253815098|0.0159877943645|-0.0063190206085|-0.00815031869083|0.00285699741116|-0.00734171176053|-0.00473011560697|0.00332756736518|0.0147304312247|-0.009138919484|-0.0127769349803|0.00289333545059|0.0372212933466|-0.0164374417194|-0.0136176410015@0.0149491029639
MSFT,"June 23, 2015",1,A3,0.00348166362389|0.0110912250974|-0.00305829914605|-0.00716442054546|0.00233247466104|-0.00472856094748|0.00194101277045|-0.00314348925686|0.00226575180547|-0.00269798540032|-0.00833805782414|0.00445685432464|-0.0102800435226|-0.000357159442258|-0.00601004585958|-0.000977030448039|-0.00574616246483|0.00307038193847|-0.00324437161565|-0.00704615905078|-0.0078588590021|0.000404009318454|0.00551372501935|-0.0130104831009|0.000170345296516@0.0209408665622
DE,"February 20, 2013",13,A3,0.0149109484827|0.000395911773063|0.00656495129437|0.000161142923539|0.00906070906952|0.00595942211417|-0.00227378230397|-0.0050995715479|-0.000648568042086|-0.00624073096647|-0.00542038272546|-0.0068232832036|-0.00390052774513|0.00453491676668|0.00437887822096|0.0059378794199|-0.0351349109825|-2.59550396778e-05|-0.00670479447859|0.0028706063043|-0.0130881914981|-0.00871881256603|-0.00403908135469|-0.00189050224108|0.00678380909267@0.00939976441456
PFE,"July 9, 2015",141,A3,0.00145034000362|0.00338532642477|-0.00200884548128|-0.00143727052814|-0.00330386215335|-0.00350932533326|0.00415324372943|-0.00246641404077|-7.21361390404e-05|0.00589539627415|-0.00134260405274|-0.00427716215623|-0.00076030888556|0.00642792038205|-0.00496070606068|0.00137177914492|-0.00801825263489|-0.00159834564499|0.0108936540726|0.00427340384697|0.0107576196879|0.0054035496997|0.00510051226897|0.00508687923528|-0.000767322801433@0.00545432646296
EBAY,"December 16, 2015",14,A3,-0.00219802238751|-0.0187306034962|0.000308989074765|0.0116577829925|0.00546772159244|0.0186769075493|0.0139658893131|0.00697144327365|0.0346344174572|-0.0455604248657|0.0203295131215|0.0166257475808|-0.0294649471927|-0.0113970623705|0.0075961916889|-0.00123013353255|0.00571550089941|0.016274844323|-0.021350883838|-0.00438965442519|-0.0200052731009|0.0179214401478|0.0263616964802|-0.0107143115329|-0.00200412938305@0.0251642263712
TGT,"August 15, 2014",37,A3,-0.000777472389726|-0.0125624480832|-0.0021427779362|0.0173235077395|0.00200519040855|-0.00931989910052|-0.00298869496249|0.0142084148549|0.00399845637696|-0.0195576196253|0.00378334513889|0.00884260732783|-0.0385052056579|0.00132737831791|-0.00756316443809|0.00982842791874|-0.003843777853|9.67305968276e-05|-0.0090911604574|0.00443724672621|-0.0116191028497|0.0123514019977|0.00765666092238|0.0143491402132|0.0140532444024@0.00799261486854
ADBE,"August 18, 2016",98,A3,-0.0134952397928|0.0130566608405|-0.00285431158754|0.00932657570859|0.000863158173482|0.0044721963644|-0.00523405522746|-0.00245466231947|-0.00315573156028|0.00714046489543|0.00429331423472|0.0151814493291|0.00126197213928|0.00403800397207|0.0241017839295|0.00590637174235|-0.00409876786032|-0.00258900207597|0.0111566824408|-0.00527695438639|0.00947546529106|-0.000363173097833|-0.000813939009899|0.00676973384804|0.0136478578007@0.0130160718331
AAPL,"March 1, 2017",30,A3,-0.00443587047047|0.0564684480183|-0.00525837121899|-0.00157473149842|0.00737989033984|0.00500761386739|-0.0011001828948|0.000681070210105|-0.00640225172428|0.00290242881867|0.00732406844967|-0.00413249325898|-0.00269103120803|-0.00306122307004|0.000431300775242|0.00137883244582|-0.00659748208618|-0.00544309893929|-0.00130083318066|-0.00106569022442|0.0101115217203|-0.0055707815991|0.00376684604166|-0.00238602529255|0.00201631179054@0.0057764866373
PFE,"July 8, 2015",75,A3,0.00241553441041|0.00123964392724|0.00355443451529|-0.000964930032268|-0.000689345601875|-0.00317143537534|-0.00350620585464|0.00409310265298|-0.00135412862389|-5.97440170982e-06|0.00642676999425|-0.000575420630213|-0.00343803915563|-0.000508450843834|0.00774765644882|-0.00454116532879|0.000719201591607|-0.00806074082251|-0.000898491502042|0.010557691551|0.00565196191325|0.0110957487443|0.00521248161381|0.0046991031918|0.00532126920098@0.00553199576185
KMB,"July 10, 2014",100,A3,-0.0013926594758|-0.00309282216614|0.00404509561726|0.006817162072|0.00415288298676|0.00337040177469|0.00930493297505|-0.00250843499888|-0.0071038877985|0.00038917510788|-0.000974680097586|-0.00374864897214|0.00815498894229|0.00114359666796|0.00360925182404|-0.00218367444831|0.00334861457535|-0.00216614924316|0.00371329651387|0.00123694035857|-0.00231323264051|-0.00222901354312|0.00247261398968|0.00234158379153|-0.00107515706122@0.00791953332634
LLNW,"April 27, 2015",180,A3,-0.00159769770462|-0.00342049252958|0.0180554645617|-0.0297991929699|0.00662374958096|-0.0428519211965|-0.0473695243763|0.00631887244804|-0.0310431524251|-0.0187171193238|0.00231235465199|-0.00571028589396|-0.020799541288|-0.0237463088505|-0.0107130583346|0.0279352094114|0.012812130249|-0.0344906463847|0.0211621245429|-0.0400238864678|-0.0238228324659|0.024063259678|-0.0136718331841|0.00498839667961|0.0602172904874@0.0236252169946
HON,"September 11, 2015",1225|64,A3,-0.000439113440557|0.00371940340767|-0.00329152553486|0.00593194497185|-0.00258458065383|0.00128803503017|0.0059466738861|0.00559964651299|0.00133316777604|-0.00614242969222|-0.00576954907995|0.00579177403986|0.00971846895955|-0.00205301571318|-0.000532082795089|0.00485717582813|-0.00109016068305|0.00353405961236|0.00669095877414|0.00113865775519|-0.00612743849275|0.00136958685302|-0.00126569649242|-0.000199722964895|-0.000420933493067@0.00545949194322
HPQ,"September 14, 2015",33,A3,0.0131738030093|-0.00578470229524|-0.00433236943086|-0.0175838977235|0.00211996913473|0.0328730825248|-0.0098452460642|-0.0254582145039|0.0289013773277|0.0158992390864|0.0160621814976|0.0197250204069|0.00771055455145|-0.00514143690565|0.00910563353652|-0.0234072120383|0.00744987012332|-0.00068395273197|0.000868187103745|-0.010521039977|0.0012686418199|-1.24832803001e-07|0.0503263944606|-0.0316336614107|-0.0296215654837@0.00835799784207
BGCA,"May 10, 2013",46,A3,-0.00221758993961|0.00414893270016|-6.49815792245e-06|-0.000810688854324|-0.00271800542658|0.00425668739312|-0.00279895851572|0.000627741105031|0.0170893061578|0.00704585052138|-0.00701777960359|0.00170259704732|-0.0220566231635|0.000503737025129|0.00557972662135|0.000183578512314|0.00239715258336|0.0149830980884|-0.00104188392665|0.00282243442025|-0.00535810145312|0.0070956762816|1.71517141168e-05|-0.0120655343558|0.00116553495327@0.00757359340132
AAPL,"January 8, 2016",599|157,A3,-0.0148490056863|0.00140967493128|0.000222714956789|-0.0110854491126|-0.0380891205074|-0.00890442596195|-0.000310572955119|-0.00209680086004|0.00156414763923|-0.0168739481014|-0.00872645279489|-0.00406163907106|-0.00656444067894|0.00495925846176|-0.00351020397471|-0.00955566495429|0.0170943107985|-0.0280404738529|-0.00270355367632|-0.0123214661277|0.0190040647675|0.0131343682155|0.00843633773443|0.00303684602885|0.00129177470916@0.013445420592
SUPN,"December 12, 2016",4,A3,0.0390807442239|0.131475618069|-0.0100554426283|-0.026514120832|0.0262941140097|-0.0917479954006|-0.0170829332864|-0.0370986003232|0.0435076949092|0.00421530874447|-0.0248559962685|0.0244506941348|0.0345665660805|0.0463462346713|0.0228123064269|0.00198558280691|0.0255498479336|-0.0376053917969|-0.00372495216033|0.0230658755948|0.0166998413223|-0.0227401954862|0.00150383162905|0.0315383252378|-0.00116115402311@0.0249400275798
FB,"September 9, 2016",128,A3,-0.00599198918957|-0.00153700271079|-0.00816055750499|0.00492216460317|0.00707098121803|-0.00416645651254|-0.00301711417256|0.00192941334653|-0.000923568263015|0.000612477139149|0.00764189676365|0.00894687048481|0.00861492571525|-0.00210046898312|0.00443011567196|-0.00413162192509|-0.000375732151223|0.0174887761086|0.00998628392019|-0.000273097549046|0.0040099888192|-0.0078768770668|0.000422774425837|-0.0013953976242|-0.0100171926344@0.00861329201702
NOK,"November 18, 2013",101,A3,-0.0147983693337|-0.004211547345|-0.00402755458206|-0.0421794588788|-0.0526765185677|-0.0494811966088|0.0676535836953|0.0191400980267|-0.000733547338214|-0.0272119486815|-0.00671472123615|-0.0121773979976|-0.00421251278735|-0.0199168613095|-0.0432392970659|-0.00529954772607|-0.00594308981767|-0.0110027639172|-0.0389299244866|-0.0115606460984|0.00289558900135|-0.0424859400309|0.0149897792186|-0.0373370555982|-0.0131382218414@0.0543949389734
EBAY,"March 19, 2013",13,A3,-0.0118136138116|-0.00521269675335|-0.00653734127536|-0.0109266177125|-0.00258144173767|-0.00747713982569|-0.0169141425386|0.00883346053666|-0.00510036585022|0.00165142314629|-0.0244012932752|-0.0289083807063|-0.0107215871606|-0.00827459696612|-0.0110931553911|0.00573272011836|-0.0410942919333|0.0105742713756|-0.0193880294301|3.89942703013e-05|0.0235786486469|0.0116220988631|0.0215201164488|-0.0099605575037|-0.0319040631553@0.0118686683031
ABBV,"July 21, 2015",27,A3,0.0024293977663|-0.00408492451361|-0.00703796112511|0.00698383293944|0.00956129931712|-0.0324919672416|-0.00673996237826|0.015352084551|-0.00398401925738|-0.000965740714872|-0.00010022859204|-0.00276379161801|0.000161949869896|0.00549937497188|0.00136377855991|-0.00198102220409|0.000854814323724|-0.00526366531252|-0.00227038156578|0.010112070581|-0.0014757785978|-0.000278642212842|0.00196786939584|-0.0276561833596|0.0226655464453@0.00970694088851
NFLX,"September 14, 2015",33,A3,-0.00522498628432|-0.02180388253|0.00609290112306|-0.0135339419698|-0.0409130571443|-0.0717970573391|-0.0411145549091|0.0328832870533|0.0438898668614|0.0547795269269|-0.0209901894572|0.00117188655127|-0.0682855838266|-0.0482899976645|-0.0285594649481|-0.036295604211|-0.0822864589624|0.0552030576353|-0.0130961147005|-0.0423427968523|-0.0193583743|0.0243379398988|0.0423417977893|-0.0478428598199|-0.0274551244134@0.0333090243795
MYGN,"November 16, 2015",39,A3,0.0135419486006|0.00772719144367|0.0220358654548|0.00518582497529|-0.0171141626574|0.0131170966132|0.0312765307063|-0.0438554483605|-0.0237230045542|-0.0217937709187|-0.0118235762224|-0.0145589654481|0.0770464920232|-0.0467136505003|-0.0428043013805|0.0140036110663|-0.00694794769943|0.00720166822777|0.00664176848974|-0.00742424196816|-0.0212590860061|0.023737434689|0.00589765530571|-0.0142691408979|-0.0223495293281@0.0182932414501
FB,"June 6, 2016",150,A3,0.0113109105318|-0.0079129902926|-0.00249889015067|0.00234624868764|0.0045372949438|0.00288620786548|-0.0197795897366|-0.00316103928715|0.00562507039264|-0.00713820712251|-4.98720561888e-05|-0.0104101001914|0.00195007348525|-0.00449898825942|0.0104819601282|-0.00539717920658|-0.00411411529498|-0.000325423045541|-0.00374728922673|-0.00155184321774|0.0012541085681|-0.00878168629978|0.00300275772489|0.000708644388239|-0.0089020747813@0.0115513493361
ZNGA,"November 16, 2015",39,A3,-0.00929170846006|-0.0228926770846|0.0138123485637|0.021205760432|-0.00250193656116|-0.00626439993763|0.0109274380488|-0.0108519616504|-0.00665888269847|-0.0030671621885|-0.0105210361397|0.0179279018639|0.0385525277195|0.013131887784|-0.0143235941146|-0.0089831971742|0.000364409600717|0.0188621613083|-0.0098363850371|0.00105504583732|0.00260660973767|0.00331137778696|0.0212978700247|-0.00246071112496|-0.00317194519021@0.0174763721264
RHT,"November 18, 2013",101,A3,-0.0112835207513|0.00251957206736|0.00158944264899|0.035080222795|-0.0107238196268|0.00826131775366|0.00617102516959|-0.00709300816551|0.00615487671298|-0.0052204661827|0.00379475075943|0.00485228750379|0.0197354364214|0.00573876009866|-0.00722873963873|0.0254161224054|0.0182341905201|0.0310662885135|-0.00743627042494|0.0155191210497|-0.00132889183004|0.00426898086567|0.0164948223742|0.0113903516169|-0.0025443558479@0.024327737053
NUVA,"February 7, 2017",15,A3,0.00988647927254|0.0168618112719|0.0105641068235|-0.0196580093498|-0.00331681632164|-0.012635332394|0.00391258889593|-0.00300016341575|-0.000929650064871|-0.0180250737753|-0.00149981998171|0.00987217799964|-0.0118705928856|0.00156150230727|-0.0159300530824|0.00338446071814|-0.00444779731146|-0.00975181600471|0.0148633764022|-0.0104034611765|-0.00589503446186|-0.0107636086252|0.00510042443238|-0.00526168448747|0.00960281284692@0.0129327285503
