Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"MM_[-60,-30)_[-20,5)_NBS"
AAPL,"October 7, 2016",133|224,A3,-0.00651328843833|0.0100543733134|0.0291031168148|0.0281629235536|0.0209796503454|-0.01154908467|-0.0183175609516|-0.00276260836851|-0.00924912112244|-0.00543254884213|-0.0164980370814|0.0037834964515|-0.00548790031103|0.00323875180612|-0.00793142866327|-0.00219061416288|-0.0073283956476|0.0044161290663|-0.00581516852041|0.00830170228507|0.00581093694919|0.00590732298603|0.0131798704083|0.00915403120849|0.000455072750731@0.0140153400361
RHT,"November 14, 2014",36,A3,0.0289181178448|0.00448804502625|0.0104717521196|-0.0287664054697|-9.90707833788e-05|0.0124398080241|0.00250241722376|-0.00494639584056|-0.00593778569494|0.0178997045402|0.00311303051582|0.00804333000094|0.0028610336612|0.0149483447396|0.0154116791896|0.0107562230583|-0.00242792709543|-0.00218715661722|-0.00808234561139|0.00760634351014|0.022774104085|0.0245399124736|0.000498843151929|0.00940203454592|-0.0141269775121@0.0115067525833
CSCO,"May 1, 2013",85,A3,0.010298317667|-0.00452107560727|-0.0184830784646|-0.00939774655698|0.0166982914559|0.0110470209|0.00783499431364|-0.00316414432943|0.00249943771601|-0.00835631421929|-0.0108015469275|0.00300118682289|-0.0149240196675|0.00293527294236|0.00274369195089|-0.0302934043245|0.007274288774|0.00435858479446|0.00874399421692|-0.00637405704352|-0.0129276126751|0.00601836994068|-0.00712547232952|-0.0062109128778|-0.0264520295386@0.00917580089206
MSFT,"January 19, 2016",12,A3,0.00955993200524|-0.00780823740887|-0.0023075055467|-0.001873786588|-0.00831361134347|-0.00365734275271|0.00198259895916|-0.0114311950542|0.00274607851552|-0.00158632472381|0.0132089358386|-0.000570322627115|-0.000485554963211|0.000120779130789|0.01600637922|-0.000169288308961|-0.0136368486929|0.0236288517713|-0.00463497358765|-0.0115566177916|-0.0113157724071|0.00737119116453|-0.0167764400181|-0.00160831820386|0.00327848857358@0.0177238943022
AAPL,"March 17, 2015",487|132,A3,0.00270399176902|-0.00780709664957|-0.00720481637674|-0.00933630549616|0.0200630389239|0.0018228389728|-0.0352350875442|0.00993258732096|-0.00930782318729|-0.0100344062789|0.00993268248117|-0.00904539247332|-0.0258429455004|0.0276230890012|-0.000827379043001|-0.00637407005013|-0.00330426506611|0.0139556615377|0.000666466702034|-0.0201999163117|0.0225312131228|-0.00812036752353|-0.0173593135001|-0.0149031712468|0.0184343487387@0.0161179927543
FB,"November 16, 2015",39,A3,0.00133269104855|-0.00538492087915|0.00584327774576|0.0113372355139|0.00612012856225|0.00932539413673|-0.00570912532237|-0.00775031087067|0.0076030650377|-0.0304026476373|-0.00319500463168|-0.0110099261186|0.0111494231099|0.0479956621983|-0.0165607554261|0.00222322332098|0.0119614612796|0.0112471382214|0.000875931453852|-0.0255721696473|-0.0125310445674|0.00383679465809|0.00428802504567|-0.0156302456164|0.000321343963027@0.0127574816431
YHOO,"November 16, 2015",39,A3,0.00568451336049|-0.0150097165242|-0.0462339990671|0.00418909376568|0.0373469888787|0.00963407515118|0.029981039937|0.0179543917058|-0.00160381698849|0.0221936525368|-0.017834465559|-0.0153199809829|0.0151722705234|0.00506900231054|-0.0234780935424|-0.00440250906905|0.0104733881588|-0.0130479594932|0.0100951839309|-0.0182161187466|0.0115133410377|-0.000445855089256|-0.00968610586893|-0.00783022962195|0.0139548372405@0.0213896206165
CALL,"April 6, 2017",2,A3,0.0346953742413|0.00994769558704|-0.00702846093179|0.0161874726745|0.0715970143698|0.036900564231|0.0913207989678|-0.000423265530816|0.00648979028936|0.0233014134614|0.022129139955|0.00391906492792|0.0161714402254|-0.0148240655318|-0.00161206839082|0.00176642583611|0.0176867224556|0.0142279738771|0.00654945745862|-0.00800853440164|-0.000502800411258|0.0270947596767|0.00018728372335|0.0194947290107|0.019721225351@0.0221161011869
GMED,"October 19, 2015",11,A3,0.00265865945419|-0.00664044893157|-0.00863850584665|0.000969943607921|-0.0501251748824|-0.0100204018567|-0.0039154974012|-0.0301614669224|0.0133155764259|0.00800652847263|-0.00478972876727|0.0149144082816|0.0134790595128|0.00867130222814|0.00573541122683|0.0178917502554|0.00852933198609|0.000169794825635|0.0103450887349|-0.00365661946929|-0.00139921713463|-0.0226147317294|-0.025662945711|-0.022847886654|0.00609820538459@0.0108244812025
AAPL,"March 3, 2014",53,A3,0.00606351065104|0.013118396727|0.0130862805896|0.0112639295701|0.00473328992595|0.015254139116|0.0188551348637|0.0100886692326|-0.00172649747259|0.00906195884758|-0.00147384168053|-0.00296898259316|-0.00964396819328|-0.0167146264944|-0.0133078627134|-0.000304148364685|-0.00776753210686|-0.0139154888659|0.017153695852|-0.00272042774745|0.00318243148103|-0.00548179911987|0.00240650908642|-0.00552562861301|-0.00285535217017@0.01365141018
INTC,"July 9, 2015",141,A3,-0.00532685249848|-0.00236624081608|-0.0088665202707|0.0100276749293|-0.00285593253342|0.0135553113357|0.000646048264925|-0.00141525743325|-0.00506187114287|-0.0115850157614|0.00527655648167|0.00780130416082|-0.035949931763|0.0129452168143|0.00186907342464|-0.01792754963|0.0142209794118|-0.00563647110951|-0.0114017954407|0.0128440013313|-0.0247412901781|-0.00742187119832|0.00384304521073|-0.0132146946087|0.00491506894442@0.00963656156925
CSCO,"May 31, 2016",210,A3,-0.0125288222402|-0.00554729586686|-0.00847476968623|-0.00767162232047|0.00716996578798|0.00131608864356|0.00452795596076|-0.00370140695625|0.000283801695319|0.00479935215613|0.00543916022143|-0.00188549156224|-0.000450864904055|0.0357374679193|0.00556205753377|0.00131326870554|0.00257963789869|0.00648807453593|0.000733937256321|-0.0048368824533|0.00470690290302|-0.00774659231381|0.00301534782937|0.00616122609503|-0.00922225490764@0.0066334940843
AMGN,"July 9, 2015",141,A3,-0.0159197464812|0.0120977036358|-0.000707769242548|0.00760126156044|-0.00915470272747|-0.00711305499949|0.00916053341318|0.00940111354399|-0.00187917681103|-0.0048939376107|0.00406034505267|-0.00400806268019|-0.0010112514673|-0.000899693532358|0.00412084783702|0.00170006234172|-0.00709887852332|0.0129190576613|-0.00253344399449|0.0106260132526|-0.0117377983787|-0.00575773073044|-0.0101250001713|0.0146251719654|0.0133061540106@0.00775726657475
NFLX,"November 7, 2016",4,A3,-0.0169271685628|-0.0134533132842|-0.0090017070491|8.77281936333e-05|0.0162862395434|-0.0131810861545|0.168035100205|0.0326389917395|0.0118560935754|0.0283022917063|-0.00785998616372|-0.00323220060604|0.009481658124|0.000127922336846|0.00337450614242|-0.0123893742452|-0.00712200147668|-0.00102002307095|0.0105446133432|-0.00109640242143|-0.000345463754931|-0.00841389535939|-0.01068336377|-0.0355661245179|0.0041801464772@0.0139573544484
AAPL,"May 4, 2016",2|432,A3,0.00164431499671|-0.0130961795889|-0.00196764347356|0.00414149471515|0.00386530200266|0.00785521424342|-0.00173265181394|-0.0190468709742|-0.0271644653566|-0.0103984636031|-0.00038960706009|-0.00721500860489|-0.000644210090993|-0.00714919766615|-0.00701380171961|-0.0667293538717|-0.0248147358117|-0.00908611997865|-0.00893883522911|0.0200022512579|-0.00766901228584|-0.00748166556708|-0.0101859581818|0.00086613970948|-0.00699759962212@0.00996615711395
MSFT,"August 4, 2015",70,A3,-0.0126484720936|0.0259905868946|0.00333014147807|-0.017030351026|0.00180793074336|-0.0036885677969|0.00238074871099|0.00536033017551|-0.0058574507741|0.00175598508167|0.0168091048744|-0.0323038129031|0.0196686111848|0.010798994245|-0.0015563161682|-0.0209675215586|0.00950534302612|0.0117458794437|0.000669436841069|0.00632841486412|0.018268743058|-0.00540621200543|-0.00280007847608|0.00566067951712|-0.00466712395707@0.00537804565817
AAPL,"August 1, 2016",55,A3,-0.000797321769208|-0.00154736467968|-0.00131183834801|0.00291915258385|-0.00949973458542|-0.00242076140321|-0.00388038739828|-0.00507274718449|0.0146429625665|-0.000672203080716|0.00743391444209|0.00262196963835|-0.00531146352418|-0.00224470159701|-0.0134455442122|-0.0115890245059|-0.00939042956502|0.0627063774698|0.0113396509765|-0.00356411582886|0.0178704911581|-0.00802173853008|0.0070830421952|0.00478929083291|0.00516235803783@0.0100524068485
CAT,"July 9, 2015",141,A3,0.00266883847665|-0.00619960345828|-0.00189628669173|-0.00458846427971|-0.0146776144191|0.0129791887203|-0.00499103467907|0.00422311084536|0.00046494431979|-0.00558772461814|0.00150681229676|-0.0145681810489|-0.00574447407874|0.00134479472815|-0.00341005892178|-0.0156636306552|0.00633950925423|-0.00615566517501|0.00707544011418|-0.00655077353322|-0.011864172009|-0.00277477574766|0.00999099260703|0.000627532068101|-0.000388889036557@0.00784035028247
NTAP,"November 16, 2015",39,A3,-0.00244588878289|-0.00236891259234|0.00236533717932|0.0132308187253|-0.00177861423838|-0.0390989417891|0.0174074006667|-0.00349434528444|-0.00397834581414|0.0124450044875|-0.00629188054612|-0.00330376782967|-0.0172576963422|0.00972935933594|-0.000539632055678|0.00346587869265|-0.0268658951707|-0.0202841022943|0.000984064998193|-0.00819747607874|-0.00957258867258|-0.00218391766263|-0.0261999088807|0.000172613330227|-0.0017599479298@0.0115609709198
F,"March 7, 2017",263|89,A3,0.00741725966674|-0.0126258211118|0.00297794302296|-0.0210547614134|5.758789945e-05|-0.00324046418699|0.00027200458988|-0.0158294830505|-0.00122270768784|-0.00217899690156|-0.00374534657925|0.00590002449154|0.000607425276238|-0.0125662280331|0.00337298961477|0.0102442534625|-0.0206721412103|0.017305360726|0.000977890787465|0.00251355981931|0.0073079989943|0.0101665335993|0.00102784089619|-0.00563944546471|-0.00293429664497@0.0119319964682
NVDA,"February 24, 2015",13,A3,-0.0106127804044|-0.0349447797376|0.00322038562429|0.0117954378794|-0.00892458469183|0.00822474404119|0.00598417664787|0.00856707599307|0.00163588840905|-0.000968195836224|0.00761428276068|0.0167978752737|-0.00536053383393|0.0569299743265|-0.00492191428837|0.00227219428063|-0.0115532002401|0.00320075117042|0.00220555517542|-0.00587131573928|0.00768202230623|-0.00726382843278|0.00268026859999|0.00027199970884|0.0167434268811@0.010532524876
GE,"May 8, 2014",91,A3,-0.00706583354881|0.0137039215847|0.00730723554825|-0.00206609923626|-0.00633535620618|-0.00414726733486|0.0161368071228|-0.00240904253894|-0.00342805673286|-0.00522663828393|-0.00192735813515|0.0145143909581|0.00114327431162|-0.0100246941229|0.00173758813824|-0.00575286564083|-0.0002124962899|-0.0073663667047|-0.00309090931081|0.00119860671039|-0.00603495305065|0.000879680022931|0.00890225496945|-0.0035086049833|-0.0045892287804@0.00536444597657
ZNGA,"May 10, 2013",46,A3,0.00582323940671|-0.075339972706|0.0133696793273|-0.0135227732644|-0.000947014335207|-0.00774198656505|0.00401624178842|-0.0208620375948|0.0501927229928|-0.0681553716063|0.0612413734285|-0.0274147047704|-0.0169668204141|-0.0302546512976|0.0108849474039|0.0106845305649|-0.00673910942341|-0.0293532038237|0.028306587616|-0.00707546200086|0.013826706084|0.0650285102452|-0.0496564878649|0.0287055764997|-0.0206168234964@0.0388246093848
AAPL,"July 22, 2016",106,A3,0.000583578375622|-5.48859671938e-06|-0.00400990902962|0.000235652283265|-0.00676103384635|0.0071839061368|0.00181229872856|-0.0166559254474|0.00142025261867|0.00637762235932|0.00262564721588|0.00724834477015|0.0131295243728|-0.00075130728087|0.0191487192014|0.00455869023828|0.00901402448041|0.00185726527628|-0.0085786215899|0.000131819330024|-0.0100105340908|-0.0113033932829|0.00328738009139|0.0659112109676|0.0084508808954@0.0166957274709
NVDA,"April 25, 2016",21,A3,0.0090932841924|-0.0203362412634|0.00354747646876|-0.0100903348071|-0.0041635186574|-0.0127374384186|0.00910358894426|-0.0286549150174|0.00517432109335|0.00853319387104|0.021105528939|-0.0086371433729|0.0062936963404|0.00378846221277|0.00327538700354|-0.0185997082585|-0.00584348117859|0.00660760489983|-0.00140502704481|-0.00208365418051|0.00639762010415|0.00326607554119|0.0261659235996|-0.0142733352692|-0.00616570209778@0.0203024867258
MU,"May 9, 2017",4,A3,-0.0403306779809|-0.0339203032577|-0.0110152075955|0.00188109516138|-0.00136525855505|-0.00975658536309|-0.0104579548989|0.00588358748321|-0.0298720290101|-0.0446233226462|-0.000503046592226|-0.0223442164158|0.0239902906151|0.00481264667681|0.00989867109933|-0.0199438045458|0.00980100639793|-0.0145107054423|0.00376588455117|-0.00719841381838|0.0120526704277|0.00656236767084|-0.0107157777509|-0.00620648514668|-0.0171965444837@0.0206473572783
FB,"February 7, 2017",15,A3,0.00386731234457|0.00432244910232|0.0126508341549|-0.00500591428347|0.0103553771946|-0.00785367055273|-4.92277485519e-05|-0.000624603404734|-0.00773627132281|0.0149210900736|0.00185298399287|0.00645492457496|0.0118024152772|-0.0104261519582|-0.0076362169025|-0.00730914212399|0.0204932688199|-0.0229212358655|-0.00307873227511|0.00664799229667|-0.00940445199379|0.00896747375987|-0.00864996104256|-0.00292259229553|-0.00755367057493@0.0101886447486
SHLD,"September 11, 2013",127,A3,-0.00890029525091|0.00320705713853|0.023244915058|-0.00584118987153|-0.0264643170404|0.0386135969221|0.0438595620739|-0.0912520067151|-0.00899963477501|-0.00322330053115|0.0474946779665|0.00751209806542|0.0146091952317|0.0607076452442|0.0114564139508|-0.00413979940654|0.0667161508841|-0.0166851250597|0.108652134442|0.0597242771837|-0.0175712838299|0.0538116376631|0.0268484258329|0.0132864757167|0.00795125315685@0.0156335610345
NUVA,"June 3, 2016",92|72,A3,-0.00102186563928|-0.00596675602764|-0.000366771612151|-0.00709935823027|0.00488481439856|-0.0101877417364|0.0175438052834|-0.0115540623058|-0.00133972635432|0.0146512643548|-0.00234084064321|-0.00640028821629|-0.00746323250789|-0.00716032400578|-0.0170270950755|-0.0119985520489|0.0202175309195|-0.0140855987258|0.0196569125432|0.00956827719904|-0.00328496320155|0.00595215481726|0.00554893130251|0.0169205400637|0.0126162395283@0.012901127594
WILN,"August 1, 2014",22,A3,0.0029232101808|-0.00046809706618|0.0167631212903|-0.00674058040345|0.0147114615263|-0.00726395162642|-0.00730752423984|0.000582006923799|0.00111945284696|0.0284342793151|-0.00973263148337|0.00961629281099|0.0012724571271|0.000391604626853|-0.00619370386556|0.00870665912668|0.00637568538713|0.0282959077519|0.0293999328274|0.0481944781821|0.0106194994514|0.0441901551738|-0.0124364370977|0.0368344392664|0.0236632767158@0.0191550974992
CELG,"June 17, 2015",68|414,A3,0.0135004517695|0.00374595458005|-0.00574204935383|0.00570744570381|0.00879112257873|-0.00367029021412|-0.000837353452956|0.0119071757596|-0.00156602417844|0.00420345419768|-0.0165357114886|0.00463769921152|0.00242439770969|0.017798671273|0.00800718603558|-0.00329946604053|0.00731249705581|0.00322425089172|0.00846212171861|-0.00495883388095|0.00237667149496|0.0217471365055|0.0123446943731|0.0115042833511|0.012673163474@0.0125169255051
ITW,"July 8, 2015",75,A3,0.000167920986967|0.00407471997318|0.00154653337034|-0.00382568266575|-0.00393710567265|-0.00613743319299|0.00271507518364|0.00116405986802|0.000580324888718|0.00289897099269|-0.00717607104429|0.0194334628939|-0.00796813423592|0.00252734028067|0.0132650326111|0.00489303314159|0.0115499474781|0.00256434677143|0.00652709571208|0.00361263705514|0.00166228749064|-0.00307387689651|-0.00350674736465|0.00170612886565|-0.00281085052073@0.00745041212328
ACOR,"March 18, 2016",7,A3,-0.0168665281089|0.0106865155166|-0.0355283792233|-0.0276625495274|-0.00411730548212|-0.0208694694055|-0.00714534142953|0.0407012873506|0.0399628386092|0.00246842791975|0.0138149776875|0.025424908301|-0.0415773817419|0.02100826805|-0.0178301855485|-0.0944220984662|-0.103893286588|-0.0182212367861|-0.0582573823287|-0.04751924759|0.0182575741652|-0.0275656424044|0.0402768549328|-0.049332773163|-0.00503022117807@0.0199694067748
HPQ,"May 10, 2013",46,A3,-0.00751844907895|0.0144419299852|-0.0135448304564|-0.0175200471487|-0.0119291759733|-0.0551322661049|-0.00665158563958|-0.0259656318781|0.00948934153875|-0.0289324278754|0.0113806150253|0.00672421102358|-0.00865731439785|-0.00806612724382|-0.0183078380687|-0.0152242981524|-0.00514064373436|-0.02274019174|0.0126198192501|-0.00147750744665|-0.00142969855858|-0.0180446359683|-0.0151384578489|-0.0404225453328|0.014866376891@0.0247692456601
ADBE,"March 14, 2016",5,A3,0.00417980990106|0.0118562489219|0.0187128947293|-0.0106972138714|0.00399518318303|0.0214718577331|0.00394551992201|0.000768216585719|0.0269254001197|0.00236229636093|-0.00740725770837|0.0130340435905|-0.00192466026665|-0.0156906573448|-0.0138847507968|-0.0096539778917|-0.000673559167034|0.00700127010451|-0.00493966657966|-0.00166259621157|0.011226144903|-0.0014334936812|0.00959654961764|0.016914471352|0.0334111391735@0.00836528557558
GILD,"April 22, 2014",105,A3,0.0350505858039|0.017504534659|0.0221784024008|-0.0202823325182|-0.0281859732757|0.0135453516281|0.0170234064367|0.005025626265|0.0285822814085|0.013758412123|0.0128771866469|-0.0417105507889|-0.0209732201277|-0.0338547282532|0.0269180466687|0.0162278927021|0.0243718305342|-0.000791666532138|0.0111882176855|0.0103006938945|-0.000570699979846|0.0414011950145|0.00387836732313|0.0277436132276|-0.00232606055936@0.0147956653036
TWTR,"September 9, 2016",128,A3,0.031486235429|-0.00901450501509|0.0634305347941|-0.017169303884|-0.0172348279924|-0.0624357143404|0.00286012572573|-0.0180580724361|0.00808934524807|-0.0194913338247|0.00517233054211|0.00370955953157|-0.000173809769449|-0.00256082948387|0.0456130515973|0.0187032979166|-0.00386548300592|0.0191643699079|0.000585918848907|-0.0598623255902|0.00160162419433|-0.0170059680554|0.00246800477553|0.024696387314|-0.000101992621567@0.034610659871
RHT,"November 21, 2016",102,A3,0.0132777615173|0.00116140081617|0.0124267699907|0.0183546697351|0.00477550364088|0.00307742406899|-0.00223480430614|-0.0102427321769|0.00884857964787|-0.02191326227|0.0201045283606|0.000319824109096|-0.0407223916735|-0.0228840595975|-0.0502423172632|-0.034056366159|0.0260980459306|0.0175596225654|0.0105907948429|-0.0213887181434|0.0107188084363|-0.0194682035833|-0.0162048020499|0.00110624130594|0.0110480411925@0.01011301806
